1256,1012,1487,1012,1487,1047,1256,1047,0.8082676
1356,910,1394,910,1394,929,1356,929,0.7364237
1205,907,1353,907,1353,928,1205,928,0.73826164
1073,907,1111,907,1111,926,1073,926,0.7829782
1045,907,1074,907,1074,926,1045,926,0.7345082
1023,907,1050,907,1050,926,1023,926,0.71852535
990,903,1026,903,1026,929,990,929,0.72614807
950,903,992,903,992,928,950,928,0.7251663
1269,880,1311,880,1311,898,1269,898,0.367714
1427,877,1476,877,1476,900,1427,900,0.7812735
1318,879,1374,879,1374,897,1318,897,0.8491237
1208,877,1263,877,1263,902,1208,902,0.82758677
1024,879,1089,879,1089,897,1024,897,0.82415277
1087,877,1121,877,1121,897,1087,897,0.7466347
990,877,1024,877,1024,897,990,897,0.7768711
942,876,987,876,987,897,942,897,0.8594113
205,862,269,862,269,892,205,892,0.94227546
413,862,452,862,452,893,413,893,0.8276119
455,861,508,861,508,885,455,885,0.79681534
350,861,406,861,406,885,350,885,0.93150437
311,861,345,861,345,887,311,887,0.9144801
274,858,308,858,308,887,274,887,0.8403347
545,832,605,832,605,856,545,856,0.82610583
615,830,661,830,661,856,615,856,0.8621391
471,828,534,828,534,858,471,858,0.91216236
247,828,326,828,326,858,247,858,0.88041437
668,827,723,827,723,858,668,858,0.88656807
335,828,395,828,395,853,335,853,0.90347904
435,827,465,827,465,854,435,854,0.7961975
402,827,432,827,432,854,402,854,0.7797949
203,827,239,827,239,853,203,853,0.82864577
729,825,763,825,763,859,729,859,0.7708497
768,823,798,823,798,853,768,853,0.805961
1145,805,1156,805,1156,823,1145,823,0.5032339
1397,802,1439,802,1439,822,1397,822,0.83245385
1311,799,1390,799,1390,828,1311,828,0.8439956
1268,802,1306,802,1306,822,1268,822,0.8648515
1053,801,1105,801,1105,825,1053,825,0.7327168
939,801,1018,801,1018,825,939,825,0.812961
1024,801,1048,801,1048,822,1024,822,0.7810987
755,797,795,797,795,822,755,822,0.842024
697,797,747,797,747,823,697,823,0.86424625
634,797,689,797,689,820,634,820,0.9611034
556,797,626,797,626,820,556,820,0.9337237
434,797,482,797,482,822,434,822,0.90875596
360,799,394,799,394,822,360,822,0.8361263
490,796,548,796,548,820,490,820,0.8965835
206,794,282,794,282,823,206,823,0.92522573
397,794,429,794,429,822,397,822,0.8207229
292,794,352,794,352,818,292,818,0.83869183
627,768,665,768,665,788,627,788,0.9442411
705,765,739,765,739,791,705,791,0.79383653
674,766,702,766,702,789,674,789,0.85535866
582,765,619,765,619,789,582,789,0.8950291
524,765,574,765,574,788,524,788,0.93311024
479,765,518,765,518,796,479,796,0.79111534
740,761,797,761,797,791,740,791,0.8179695
416,763,471,763,471,788,416,788,0.90204114
271,763,331,763,331,786,271,786,0.96698076
376,761,408,761,408,788,376,788,0.9078845
208,761,265,761,265,786,208,786,0.8967797
1391,762,1471,756,1473,780,1393,786,0.42314693
1345,761,1387,761,1387,781,1345,781,0.610072
337,760,371,760,371,786,337,786,0.8716485
937,758,989,758,989,774,937,774,0.46544063
1029,758,1076,758,1076,770,1029,770,0.346638
1481,748,1529,748,1529,783,1481,783,0.38462293
524,737,584,737,584,761,524,761,0.8752719
952,739,982,739,982,750,952,750,0.36813694
729,735,795,735,795,758,729,758,0.9192677
668,737,719,737,719,755,668,755,0.9454853
993,736,1044,732,1046,750,994,754,0.33745092
450,734,515,734,515,758,450,758,0.9174864
627,732,660,732,660,758,627,758,0.8995396
590,732,624,732,624,760,590,760,0.7421858
382,730,440,730,440,755,382,755,0.8463139
342,729,376,729,376,755,342,755,0.9332362
284,729,334,729,334,753,284,753,0.8761934
242,727,276,727,276,753,242,753,0.75995153
1515,704,1561,704,1561,737,1515,737,0.4808223
1459,704,1499,708,1496,734,1456,730,0.3589183
315,685,394,685,394,709,315,709,0.94257146
266,686,306,686,306,706,266,706,0.88104266
402,685,435,685,435,708,402,708,0.87405705
211,678,260,678,260,704,211,704,0.8317139
1485,673,1508,673,1508,693,1485,693,0.3936083
739,662,795,662,795,685,739,685,0.838022
650,660,739,660,739,688,650,688,0.9024268
615,664,642,664,642,682,615,682,0.8138715
434,660,492,660,492,683,434,683,0.7917678
1384,660,1416,660,1416,678,1384,678,0.3443023
548,653,609,658,607,687,546,683,0.79361814
500,657,540,657,540,677,500,677,0.9543925
956,636,1060,636,1060,743,956,743,0.5258388
387,654,426,654,426,673,387,673,0.9731739
326,652,374,652,374,678,326,678,0.9339081
213,652,277,652,277,675,213,675,0.8340025
287,651,318,651,318,672,287,672,0.9049606
737,634,795,634,795,657,737,657,0.8638975
950,629,1073,629,1073,657,950,657,0.4304352
681,633,729,633,729,651,681,651,0.9426015
1074,631,1110,631,1110,651,1074,651,0.6886642
1448,626,1566,626,1566,654,1448,654,0.77248055
1200,628,1287,628,1287,651,1200,651,0.58159703
645,629,673,629,673,651,645,651,0.9299794
600,629,639,629,639,649,600,649,0.89098644
1289,624,1389,624,1389,652,1289,652,0.66021144
1385,623,1454,619,1455,650,1387,654,0.6990297
532,623,590,623,590,647,532,647,0.8480599
494,623,527,623,527,649,494,649,0.8297648
395,620,455,620,455,649,395,649,0.8864618
460,618,492,618,492,646,460,646,0.86128503
335,618,385,618,385,642,335,642,0.79138446
282,618,331,618,331,641,282,641,0.8976576
247,618,276,618,276,639,247,639,0.6460448
1027,603,1085,603,1085,628,1027,628,0.6774606
1085,602,1123,602,1123,626,1085,626,0.72595066
1206,600,1256,600,1256,624,1206,624,0.80824614
987,600,1029,600,1029,624,987,624,0.73163027
942,600,990,600,990,623,942,623,0.69068474
1421,598,1468,598,1468,624,1421,624,0.7526947
1256,597,1300,597,1300,621,1256,621,0.72033024
1371,595,1413,595,1413,621,1371,621,0.5887528
1471,593,1545,593,1545,618,1471,618,0.6363044
1305,584,1373,584,1373,628,1305,628,0.5030623
215,569,245,569,245,590,215,590,0.8063321
738,555,799,560,797,584,737,580,0.7432698
685,554,731,554,731,579,685,579,0.8795931
626,551,680,555,678,579,624,575,0.8015264
598,553,619,553,619,576,598,576,0.741435
