1487,2972,1578,2972,1578,3022,1487,3022,0.6511075
1011,2969,1096,2969,1096,3022,1011,3022,0.71813655
1419,2966,1507,2966,1507,3019,1419,3019,0.71072924
1338,2966,1429,2966,1429,3025,1338,3025,0.7142435
1267,2966,1342,2966,1342,3022,1267,3022,0.7563598
1187,2966,1271,2966,1271,3019,1187,3019,0.67135173
1092,2959,1197,2959,1197,3022,1092,3022,0.7213488
917,2962,1015,2962,1015,3015,917,3015,0.74622136
823,2962,917,2962,917,3015,823,3015,0.69682556
742,2959,826,2959,826,3012,742,3012,0.73872554
538,2948,753,2957,750,3030,535,3021,0.6577213
1810,2916,1935,2916,1935,2976,1810,2976,0.75545824
1932,2916,2006,2916,2006,2976,1932,2976,0.57875717
1642,2916,1719,2916,1719,2966,1642,2966,0.77081376
1541,2916,1642,2916,1642,2969,1541,2969,0.7298582
1352,2916,1456,2916,1456,2969,1352,2969,0.7260028
1257,2916,1355,2916,1355,2966,1257,2966,0.7276855
1985,2913,2060,2913,2060,2969,1985,2969,0.6476944
1716,2913,1817,2913,1817,2966,1716,2966,0.7004018
1456,2913,1537,2913,1537,2966,1456,2966,0.73966813
1203,2916,1261,2916,1261,2962,1203,2962,0.7229736
1099,2913,1203,2913,1203,2966,1099,2966,0.7247287
930,2909,1018,2909,1018,2962,930,2962,0.6818759
880,2913,944,2913,944,2956,880,2956,0.6593593
782,2909,883,2909,883,2959,782,2959,0.7531123
711,2909,785,2909,785,2962,711,2962,0.7660482
1011,2906,1096,2906,1096,2959,1011,2959,0.74848473
634,2906,718,2906,718,2959,634,2959,0.6938482
496,2903,640,2903,640,2962,496,2962,0.44109336
1065,2816,1170,2816,1170,2866,1065,2866,0.71706253
984,2816,1069,2816,1069,2866,984,2866,0.77745277
876,2813,988,2813,988,2876,876,2876,0.7606988
783,2805,885,2815,879,2878,777,2868,0.72553176
731,2816,789,2816,789,2863,731,2863,0.73460585
664,2813,735,2813,735,2866,664,2866,0.68314725
543,2810,674,2810,674,2869,543,2869,0.7390687
1881,2770,1959,2770,1959,2823,1881,2823,0.7247543
1776,2770,1878,2770,1878,2823,1776,2823,0.7510672
1689,2770,1776,2770,1776,2820,1689,2820,0.74406093
1584,2770,1689,2770,1689,2823,1584,2823,0.79258245
1483,2763,1584,2763,1584,2826,1483,2826,0.7431449
1321,2766,1426,2766,1426,2820,1321,2820,0.8008152
1149,2766,1237,2766,1237,2820,1149,2820,0.7237669
1952,2760,2060,2760,2060,2823,1952,2823,0.7048344
1426,2763,1490,2763,1490,2826,1426,2826,0.6672479
1092,2763,1160,2763,1160,2816,1092,2816,0.7037928
991,2763,1092,2763,1092,2813,991,2813,0.7568167
880,2763,984,2763,984,2816,880,2816,0.78620076
1230,2760,1321,2760,1321,2820,1230,2820,0.65090394
758,2749,875,2758,870,2817,754,2808,0.71022624
546,2756,694,2756,694,2816,546,2816,0.4414464
698,2760,762,2760,762,2803,698,2803,0.7993565
1079,2667,1197,2667,1197,2727,1079,2727,0.80739725
883,2667,1021,2667,1021,2727,883,2727,0.72179735
1015,2667,1082,2667,1082,2727,1015,2727,0.65381557
799,2657,890,2657,890,2717,799,2717,0.7199265
640,2653,806,2653,806,2717,640,2717,0.6544323
738,2567,839,2567,839,2617,738,2617,0.7761033
657,2567,738,2567,738,2617,657,2617,0.7730096
546,2564,661,2564,661,2627,546,2627,0.7733066
