Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp
Hà Nội,1,Ba Đình,001,Phúc Xá,00001,Phường
Hà Nội,1,Ba Đình,001,Trúc Bạch,00004,Phường
Hà Nội,1,Ba Đình,001,Vĩnh Phúc,00006,Phường
Hà Nội,1,Ba Đình,001,Cống Vị,00007,Phường
Hà Nội,1,Ba Đình,001,Liễu Giai,00008,Phường
Hà Nội,1,Ba Đình,001,Nguyễn Trung Trực,00010,Phường
Hà Nội,1,Ba Đình,001,Quán Thánh,00013,Phường
Hà Nội,1,Ba Đình,001,Ngọc Hà,00016,Phường
Hà Nội,1,Ba Đình,001,Điện Biên,00019,Phường
Hà Nội,1,Ba Đình,001,Đội Cấn,00022,Phường
Hà Nội,1,Ba Đình,001,Ngọc Khánh,00025,Phường
Hà Nội,1,Ba Đình,001,Kim Mã,00028,Phường
Hà Nội,1,Ba Đình,001,Giảng Võ,00031,Phường
Hà Nội,1,Ba Đình,001,Thành Công,00034,Phường
Hà Nội,1,Hoàn Kiếm,002,Phúc Tân,00037,Phường
Hà Nội,1,Hoàn Kiếm,002,Đồng Xuân,00040,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Mã,00043,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Buồm,00046,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Đào,00049,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Bồ,00052,Phường
Hà Nội,1,Hoàn Kiếm,002,Cửa Đông,00055,Phường
Hà Nội,1,Hoàn Kiếm,002,Lý Thái Tổ,00058,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Bạc,00061,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Gai,00064,Phường
Hà Nội,1,Hoàn Kiếm,002,Chương Dương Độ,00067,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Trống,00070,Phường
Hà Nội,1,Hoàn Kiếm,002,Cửa Nam,00073,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Bông,00076,Phường
Hà Nội,1,Hoàn Kiếm,002,Tràng Tiền,00079,Phường
Hà Nội,1,Hoàn Kiếm,002,Trần Hưng Đạo,00082,Phường
Hà Nội,1,Hoàn Kiếm,002,Phan Chu Trinh,00085,Phường
Hà Nội,1,Hoàn Kiếm,002,Hàng Bài,00088,Phường
Hà Nội,1,Tây Hồ,003,Phú Thượng,00091,Phường
Hà Nội,1,Tây Hồ,003,Nhật Tân,00094,Phường
Hà Nội,1,Tây Hồ,003,Tứ Liên,00097,Phường
Hà Nội,1,Tây Hồ,003,Quảng An,00100,Phường
Hà Nội,1,Tây Hồ,003,Xuân La,00103,Phường
Hà Nội,1,Tây Hồ,003,Yên Phụ,00106,Phường
Hà Nội,1,Tây Hồ,003,Bưởi,00109,Phường
Hà Nội,1,Tây Hồ,003,Thụy Khuê,00112,Phường
Hà Nội,1,Long Biên,004,Thượng Thanh,00115,Phường
Hà Nội,1,Long Biên,004,Ngọc Thụy,00118,Phường
Hà Nội,1,Long Biên,004,Giang Biên,00121,Phường
Hà Nội,1,Long Biên,004,Đức Giang,00124,Phường
Hà Nội,1,Long Biên,004,Việt Hưng,00127,Phường
Hà Nội,1,Long Biên,004,Gia Thụy,00130,Phường
Hà Nội,1,Long Biên,004,Ngọc Lâm,00133,Phường
Hà Nội,1,Long Biên,004,Phúc Lợi,00136,Phường
Hà Nội,1,Long Biên,004,Bồ Đề,00139,Phường
Hà Nội,1,Long Biên,004,Sài Đồng,00142,Phường
Hà Nội,1,Long Biên,004,Long Biên,00145,Phường
Hà Nội,1,Long Biên,004,Thạch Bàn,00148,Phường
Hà Nội,1,Long Biên,004,Phúc Đồng,00151,Phường
Hà Nội,1,Long Biên,004,Cự Khối,00154,Phường
Hà Nội,1,Cầu Giấy,005,Nghĩa Đô,00157,Phường
Hà Nội,1,Cầu Giấy,005,Nghĩa Tân,00160,Phường
Hà Nội,1,Cầu Giấy,005,Mai Dịch,00163,Phường
Hà Nội,1,Cầu Giấy,005,Dịch Vọng,00166,Phường
Hà Nội,1,Cầu Giấy,005,Dịch Vọng Hậu,00167,Phường
Hà Nội,1,Cầu Giấy,005,Quan Hoa,00169,Phường
Hà Nội,1,Cầu Giấy,005,Yên Hòa,00172,Phường
Hà Nội,1,Cầu Giấy,005,Trung Hòa,00175,Phường
Hà Nội,1,Đống Đa,006,Cát Linh,00178,Phường
Hà Nội,1,Đống Đa,006,Văn Miếu,00181,Phường
Hà Nội,1,Đống Đa,006,Quốc Tử Giám,00184,Phường
Hà Nội,1,Đống Đa,006,Láng Thượng,00187,Phường
Hà Nội,1,Đống Đa,006,Ô Chợ Dừa,00190,Phường
Hà Nội,1,Đống Đa,006,Văn Chương,00193,Phường
Hà Nội,1,Đống Đa,006,Hàng Bột,00196,Phường
Hà Nội,1,Đống Đa,006,Láng Hạ,00199,Phường
Hà Nội,1,Đống Đa,006,Khâm Thiên,00202,Phường
Hà Nội,1,Đống Đa,006,Thổ Quan,00205,Phường
Hà Nội,1,Đống Đa,006,Nam Đồng,00208,Phường
Hà Nội,1,Đống Đa,006,Trung Phụng,00211,Phường
Hà Nội,1,Đống Đa,006,Quang Trung,00214,Phường
Hà Nội,1,Đống Đa,006,Trung Liệt,00217,Phường
Hà Nội,1,Đống Đa,006,Phương Liên,00220,Phường
Hà Nội,1,Đống Đa,006,Thịnh Quang,00223,Phường
Hà Nội,1,Đống Đa,006,Trung Tự,00226,Phường
Hà Nội,1,Đống Đa,006,Kim Liên,00229,Phường
Hà Nội,1,Đống Đa,006,Phương Mai,00232,Phường
Hà Nội,1,Đống Đa,006,Ngã Tư Sở,00235,Phường
Hà Nội,1,Đống Đa,006,Khương Thượng,00238,Phường
Hà Nội,1,Hai Bà Trưng,007,Nguyễn Du,00241,Phường
Hà Nội,1,Hai Bà Trưng,007,Bạch Đằng,00244,Phường
Hà Nội,1,Hai Bà Trưng,007,Phạm Đình Hổ,00247,Phường
Hà Nội,1,Hai Bà Trưng,007,Bùi Thị Xuân,00250,Phường
Hà Nội,1,Hai Bà Trưng,007,Ngô Thì Nhậm,00253,Phường
Hà Nội,1,Hai Bà Trưng,007,Lê Đại Hành,00256,Phường
Hà Nội,1,Hai Bà Trưng,007,Đồng Nhân,00259,Phường
Hà Nội,1,Hai Bà Trưng,007,Phố Huế,00262,Phường
Hà Nội,1,Hai Bà Trưng,007,Đống Mác,00265,Phường
Hà Nội,1,Hai Bà Trưng,007,Thanh Lương,00268,Phường
Hà Nội,1,Hai Bà Trưng,007,Thanh Nhàn,00271,Phường
Hà Nội,1,Hai Bà Trưng,007,Cầu Dền,00274,Phường
Hà Nội,1,Hai Bà Trưng,007,Bách Khoa,00277,Phường
Hà Nội,1,Hai Bà Trưng,007,Đồng Tâm,00280,Phường
Hà Nội,1,Hai Bà Trưng,007,Vĩnh Tuy,00283,Phường
Hà Nội,1,Hai Bà Trưng,007,Bạch Mai,00286,Phường
Hà Nội,1,Hai Bà Trưng,007,Quỳnh Mai,00289,Phường
Hà Nội,1,Hai Bà Trưng,007,Quỳnh Lôi,00292,Phường
Hà Nội,1,Hai Bà Trưng,007,Minh Khai,00295,Phường
Hà Nội,1,Hai Bà Trưng,007,Trương Định,00298,Phường
Hà Nội,1,Hoàng Mai,008,Thanh Trì,00301,Phường
Hà Nội,1,Hoàng Mai,008,Vĩnh Hưng,00304,Phường
Hà Nội,1,Hoàng Mai,008,Định Công,00307,Phường
Hà Nội,1,Hoàng Mai,008,Mai Động,00310,Phường
Hà Nội,1,Hoàng Mai,008,Tương Mai,00313,Phường
Hà Nội,1,Hoàng Mai,008,Đại Kim,00316,Phường
Hà Nội,1,Hoàng Mai,008,Tân Mai,00319,Phường
Hà Nội,1,Hoàng Mai,008,Hoàng Văn Thụ,00322,Phường
Hà Nội,1,Hoàng Mai,008,Giáp Bát,00325,Phường
Hà Nội,1,Hoàng Mai,008,Lĩnh Nam,00328,Phường
Hà Nội,1,Hoàng Mai,008,Thịnh Liệt,00331,Phường
Hà Nội,1,Hoàng Mai,008,Trần Phú,00334,Phường
Hà Nội,1,Hoàng Mai,008,Hoàng Liệt,00337,Phường
Hà Nội,1,Hoàng Mai,008,Yên Sở,00340,Phường
Hà Nội,1,Thanh Xuân,009,Nhân Chính,00343,Phường
Hà Nội,1,Thanh Xuân,009,Thượng Đình,00346,Phường
Hà Nội,1,Thanh Xuân,009,Khương Trung,00349,Phường
Hà Nội,1,Thanh Xuân,009,Khương Mai,00352,Phường
Hà Nội,1,Thanh Xuân,009,Thanh Xuân Trung,00355,Phường
Hà Nội,1,Thanh Xuân,009,Phương Liệt,00358,Phường
Hà Nội,1,Thanh Xuân,009,Hạ Đình,00361,Phường
Hà Nội,1,Thanh Xuân,009,Khương Đình,00364,Phường
Hà Nội,1,Thanh Xuân,009,Thanh Xuân Bắc,00367,Phường
Hà Nội,1,Thanh Xuân,009,Thanh Xuân Nam,00370,Phường
Hà Nội,1,Thanh Xuân,009,Kim Giang,00373,Phường
Hà Nội,1,Sóc Sơn,016,Sóc Sơn,00376,Thị trấn
Hà Nội,1,Sóc Sơn,016,Bắc Sơn,00379,Xã
Hà Nội,1,Sóc Sơn,016,Minh Trí,00382,Xã
Hà Nội,1,Sóc Sơn,016,Hồng Kỳ,00385,Xã
Hà Nội,1,Sóc Sơn,016,Nam Sơn,00388,Xã
Hà Nội,1,Sóc Sơn,016,Trung Giã,00391,Xã
Hà Nội,1,Sóc Sơn,016,Tân Hưng,00394,Xã
Hà Nội,1,Sóc Sơn,016,Minh Phú,00397,Xã
Hà Nội,1,Sóc Sơn,016,Phù Linh,00400,Xã
Hà Nội,1,Sóc Sơn,016,Bắc Phú,00403,Xã
Hà Nội,1,Sóc Sơn,016,Tân Minh,00406,Xã
Hà Nội,1,Sóc Sơn,016,Quang Tiến,00409,Xã
Hà Nội,1,Sóc Sơn,016,Hiền Ninh,00412,Xã
Hà Nội,1,Sóc Sơn,016,Tân Dân,00415,Xã
Hà Nội,1,Sóc Sơn,016,Tiên Dược,00418,Xã
Hà Nội,1,Sóc Sơn,016,Việt Long,00421,Xã
Hà Nội,1,Sóc Sơn,016,Xuân Giang,00424,Xã
Hà Nội,1,Sóc Sơn,016,Mai Đình,00427,Xã
Hà Nội,1,Sóc Sơn,016,Đức Hòa,00430,Xã
Hà Nội,1,Sóc Sơn,016,Thanh Xuân,00433,Xã
Hà Nội,1,Sóc Sơn,016,Đông Xuân,00436,Xã
Hà Nội,1,Sóc Sơn,016,Kim Lũ,00439,Xã
Hà Nội,1,Sóc Sơn,016,Phú Cường,00442,Xã
Hà Nội,1,Sóc Sơn,016,Phú Minh,00445,Xã
Hà Nội,1,Sóc Sơn,016,Phù Lỗ,00448,Xã
Hà Nội,1,Sóc Sơn,016,Xuân Thu,00451,Xã
Hà Nội,1,Đông Anh,017,Đông Anh,00454,Thị trấn
Hà Nội,1,Đông Anh,017,Xuân Nộn,00457,Xã
Hà Nội,1,Đông Anh,017,Thuỵ Lâm,00460,Xã
Hà Nội,1,Đông Anh,017,Bắc Hồng,00463,Xã
Hà Nội,1,Đông Anh,017,Nguyên Khê,00466,Xã
Hà Nội,1,Đông Anh,017,Nam Hồng,00469,Xã
Hà Nội,1,Đông Anh,017,Tiên Dương,00472,Xã
Hà Nội,1,Đông Anh,017,Vân Hà,00475,Xã
Hà Nội,1,Đông Anh,017,Uy Nỗ,00478,Xã
Hà Nội,1,Đông Anh,017,Vân Nội,00481,Xã
Hà Nội,1,Đông Anh,017,Liên Hà,00484,Xã
Hà Nội,1,Đông Anh,017,Việt Hùng,00487,Xã
Hà Nội,1,Đông Anh,017,Kim Nỗ,00490,Xã
Hà Nội,1,Đông Anh,017,Kim Chung,00493,Xã
Hà Nội,1,Đông Anh,017,Dục Tú,00496,Xã
Hà Nội,1,Đông Anh,017,Đại Mạch,00499,Xã
Hà Nội,1,Đông Anh,017,Vĩnh Ngọc,00502,Xã
Hà Nội,1,Đông Anh,017,Cổ Loa,00505,Xã
Hà Nội,1,Đông Anh,017,Hải Bối,00508,Xã
Hà Nội,1,Đông Anh,017,Xuân Canh,00511,Xã
Hà Nội,1,Đông Anh,017,Võng La,00514,Xã
Hà Nội,1,Đông Anh,017,Tầm Xá,00517,Xã
Hà Nội,1,Đông Anh,017,Mai Lâm,00520,Xã
Hà Nội,1,Đông Anh,017,Đông Hội,00523,Xã
Hà Nội,1,Gia Lâm,018,Yên Viên,00526,Thị trấn
Hà Nội,1,Gia Lâm,018,Yên Thường,00529,Xã
Hà Nội,1,Gia Lâm,018,Yên Viên,00532,Xã
Hà Nội,1,Gia Lâm,018,Ninh Hiệp,00535,Xã
Hà Nội,1,Gia Lâm,018,Đình Xuyên,00538,Xã
Hà Nội,1,Gia Lâm,018,Dương Hà,00541,Xã
Hà Nội,1,Gia Lâm,018,Phù Đổng,00544,Xã
Hà Nội,1,Gia Lâm,018,Trung Mầu,00547,Xã
Hà Nội,1,Gia Lâm,018,Lệ Chi,00550,Xã
Hà Nội,1,Gia Lâm,018,Cổ Bi,00553,Xã
Hà Nội,1,Gia Lâm,018,Đặng Xá,00556,Xã
Hà Nội,1,Gia Lâm,018,Phú Thị,00559,Xã
Hà Nội,1,Gia Lâm,018,Kim Sơn,00562,Xã
Hà Nội,1,Gia Lâm,018,Trâu Quỳ,00565,Thị trấn
Hà Nội,1,Gia Lâm,018,Dương Quang,00568,Xã
Hà Nội,1,Gia Lâm,018,Dương Xá,00571,Xã
Hà Nội,1,Gia Lâm,018,Đông Dư,00574,Xã
Hà Nội,1,Gia Lâm,018,Đa Tốn,00577,Xã
Hà Nội,1,Gia Lâm,018,Kiêu Kỵ,00580,Xã
Hà Nội,1,Gia Lâm,018,Bát Tràng,00583,Xã
Hà Nội,1,Gia Lâm,018,Kim Lan,00586,Xã
Hà Nội,1,Gia Lâm,018,Văn Đức,00589,Xã
Hà Nội,1,Nam Từ Liêm,019,Cầu Diễn,00592,Phường
Hà Nội,1,Nam Từ Liêm,019,Xuân Phương,00622,Phường
Hà Nội,1,Nam Từ Liêm,019,Phương Canh,00623,Phường
Hà Nội,1,Nam Từ Liêm,019,Mỹ Đình 1,00625,Phường
Hà Nội,1,Nam Từ Liêm,019,Mỹ Đình 2,00626,Phường
Hà Nội,1,Nam Từ Liêm,019,Tây Mỗ,00628,Phường
Hà Nội,1,Nam Từ Liêm,019,Mễ Trì,00631,Phường
Hà Nội,1,Nam Từ Liêm,019,Phú Đô,00632,Phường
Hà Nội,1,Nam Từ Liêm,019,Đại Mỗ,00634,Phường
Hà Nội,1,Nam Từ Liêm,019,Trung Văn,00637,Phường
Hà Nội,1,Thanh Trì,020,Văn Điển,00640,Thị trấn
Hà Nội,1,Thanh Trì,020,Tân Triều,00643,Xã
Hà Nội,1,Thanh Trì,020,Thanh Liệt,00646,Xã
Hà Nội,1,Thanh Trì,020,Tả Thanh Oai,00649,Xã
Hà Nội,1,Thanh Trì,020,Hữu Hòa,00652,Xã
Hà Nội,1,Thanh Trì,020,Tam Hiệp,00655,Xã
Hà Nội,1,Thanh Trì,020,Tứ Hiệp,00658,Xã
Hà Nội,1,Thanh Trì,020,Yên Mỹ,00661,Xã
Hà Nội,1,Thanh Trì,020,Vĩnh Quỳnh,00664,Xã
Hà Nội,1,Thanh Trì,020,Ngũ Hiệp,00667,Xã
Hà Nội,1,Thanh Trì,020,Duyên Hà,00670,Xã
Hà Nội,1,Thanh Trì,020,Ngọc Hồi,00673,Xã
Hà Nội,1,Thanh Trì,020,Vạn Phúc,00676,Xã
Hà Nội,1,Thanh Trì,020,Đại áng,00679,Xã
Hà Nội,1,Thanh Trì,020,Liên Ninh,00682,Xã
Hà Nội,1,Thanh Trì,020,Đông Mỹ,00685,Xã
Hà Nội,1,Bắc Từ Liêm,021,Thượng Cát,00595,Phường
Hà Nội,1,Bắc Từ Liêm,021,Liên Mạc,00598,Phường
Hà Nội,1,Bắc Từ Liêm,021,Đông Ngạc,00601,Phường
Hà Nội,1,Bắc Từ Liêm,021,Đức Thắng,00602,Phường
Hà Nội,1,Bắc Từ Liêm,021,Thụy Phương,00604,Phường
Hà Nội,1,Bắc Từ Liêm,021,Tây Tựu,00607,Phường
Hà Nội,1,Bắc Từ Liêm,021,Xuân Đỉnh,00610,Phường
Hà Nội,1,Bắc Từ Liêm,021,Xuân Tảo,00611,Phường
Hà Nội,1,Bắc Từ Liêm,021,Minh Khai,00613,Phường
Hà Nội,1,Bắc Từ Liêm,021,Cổ Nhuế 1,00616,Phường
Hà Nội,1,Bắc Từ Liêm,021,Cổ Nhuế 2,00617,Phường
Hà Nội,1,Bắc Từ Liêm,021,Phú Diễn,00619,Phường
Hà Nội,1,Bắc Từ Liêm,021,Phúc Diễn,00620,Phường
Hà Nội,1,Mê Linh,250,Chi Đông,08973,Thị trấn
Hà Nội,1,Mê Linh,250,Đại Thịnh,08974,Xã
Hà Nội,1,Mê Linh,250,Kim Hoa,08977,Xã
Hà Nội,1,Mê Linh,250,Thạch Đà,08980,Xã
Hà Nội,1,Mê Linh,250,Tiến Thắng,08983,Xã
Hà Nội,1,Mê Linh,250,Tự Lập,08986,Xã
Hà Nội,1,Mê Linh,250,Quang Minh,08989,Thị trấn
Hà Nội,1,Mê Linh,250,Thanh Lâm,08992,Xã
Hà Nội,1,Mê Linh,250,Tam Đồng,08995,Xã
Hà Nội,1,Mê Linh,250,Liên Mạc,08998,Xã
Hà Nội,1,Mê Linh,250,Vạn Yên,09001,Xã
Hà Nội,1,Mê Linh,250,Chu Phan,09004,Xã
Hà Nội,1,Mê Linh,250,Tiến Thịnh,09007,Xã
Hà Nội,1,Mê Linh,250,Mê Linh,09010,Xã
Hà Nội,1,Mê Linh,250,Văn Khê,09013,Xã
Hà Nội,1,Mê Linh,250,Hoàng Kim,09016,Xã
Hà Nội,1,Mê Linh,250,Tiền Phong,09019,Xã
Hà Nội,1,Mê Linh,250,Tráng Việt,09022,Xã
Hà Nội,1,Hà Đông,268,Nguyễn Trãi,09538,Phường
Hà Nội,1,Hà Đông,268,Mộ Lao,09541,Phường
Hà Nội,1,Hà Đông,268,Văn Quán,09542,Phường
Hà Nội,1,Hà Đông,268,Vạn Phúc,09544,Phường
Hà Nội,1,Hà Đông,268,Yết Kiêu,09547,Phường
Hà Nội,1,Hà Đông,268,Quang Trung,09550,Phường
Hà Nội,1,Hà Đông,268,La Khê,09551,Phường
Hà Nội,1,Hà Đông,268,Phú La,09552,Phường
Hà Nội,1,Hà Đông,268,Phúc La,09553,Phường
Hà Nội,1,Hà Đông,268,Hà Cầu,09556,Phường
Hà Nội,1,Hà Đông,268,Yên Nghĩa,09562,Phường
Hà Nội,1,Hà Đông,268,Kiến Hưng,09565,Phường
Hà Nội,1,Hà Đông,268,Phú Lãm,09568,Phường
Hà Nội,1,Hà Đông,268,Phú Lương,09571,Phường
Hà Nội,1,Hà Đông,268,Dương Nội,09886,Phường
Hà Nội,1,Hà Đông,268,Đồng Mai,10117,Phường
Hà Nội,1,Hà Đông,268,Biên Giang,10123,Phường
Hà Nội,1,Sơn Tây,269,Lê Lợi,09574,Phường
Hà Nội,1,Sơn Tây,269,Phú Thịnh,09577,Phường
Hà Nội,1,Sơn Tây,269,Ngô Quyền,09580,Phường
Hà Nội,1,Sơn Tây,269,Quang Trung,09583,Phường
Hà Nội,1,Sơn Tây,269,Sơn Lộc,09586,Phường
Hà Nội,1,Sơn Tây,269,Xuân Khanh,09589,Phường
Hà Nội,1,Sơn Tây,269,Đường Lâm,09592,Xã
Hà Nội,1,Sơn Tây,269,Viên Sơn,09595,Phường
Hà Nội,1,Sơn Tây,269,Xuân Sơn,09598,Xã
Hà Nội,1,Sơn Tây,269,Trung Hưng,09601,Phường
Hà Nội,1,Sơn Tây,269,Thanh Mỹ,09604,Xã
Hà Nội,1,Sơn Tây,269,Trung Sơn Trầm,09607,Phường
Hà Nội,1,Sơn Tây,269,Kim Sơn,09610,Xã
Hà Nội,1,Sơn Tây,269,Sơn Đông,09613,Xã
Hà Nội,1,Sơn Tây,269,Cổ Đông,09616,Xã
Hà Nội,1,Ba Vì,271,Tây Đằng,09619,Thị trấn
Hà Nội,1,Ba Vì,271,Phú Cường,09625,Xã
Hà Nội,1,Ba Vì,271,Cổ Đô,09628,Xã
Hà Nội,1,Ba Vì,271,Tản Hồng,09631,Xã
Hà Nội,1,Ba Vì,271,Vạn Thắng,09634,Xã
Hà Nội,1,Ba Vì,271,Châu Sơn,09637,Xã
Hà Nội,1,Ba Vì,271,Phong Vân,09640,Xã
Hà Nội,1,Ba Vì,271,Phú Đông,09643,Xã
Hà Nội,1,Ba Vì,271,Phú Phương,09646,Xã
Hà Nội,1,Ba Vì,271,Phú Châu,09649,Xã
Hà Nội,1,Ba Vì,271,Thái Hòa,09652,Xã
Hà Nội,1,Ba Vì,271,Đồng Thái,09655,Xã
Hà Nội,1,Ba Vì,271,Phú Sơn,09658,Xã
Hà Nội,1,Ba Vì,271,Minh Châu,09661,Xã
Hà Nội,1,Ba Vì,271,Vật Lại,09664,Xã
Hà Nội,1,Ba Vì,271,Chu Minh,09667,Xã
Hà Nội,1,Ba Vì,271,Tòng Bạt,09670,Xã
Hà Nội,1,Ba Vì,271,Cẩm Lĩnh,09673,Xã
Hà Nội,1,Ba Vì,271,Sơn Đà,09676,Xã
Hà Nội,1,Ba Vì,271,Đông Quang,09679,Xã
Hà Nội,1,Ba Vì,271,Tiên Phong,09682,Xã
Hà Nội,1,Ba Vì,271,Thụy An,09685,Xã
Hà Nội,1,Ba Vì,271,Cam Thượng,09688,Xã
Hà Nội,1,Ba Vì,271,Thuần Mỹ,09691,Xã
Hà Nội,1,Ba Vì,271,Tản Lĩnh,09694,Xã
Hà Nội,1,Ba Vì,271,Ba Trại,09697,Xã
Hà Nội,1,Ba Vì,271,Minh Quang,09700,Xã
Hà Nội,1,Ba Vì,271,Ba Vì,09703,Xã
Hà Nội,1,Ba Vì,271,Vân Hòa,09706,Xã
Hà Nội,1,Ba Vì,271,Yên Bài,09709,Xã
Hà Nội,1,Ba Vì,271,Khánh Thượng,09712,Xã
Hà Nội,1,Phúc Thọ,272,Phúc Thọ,09715,Thị trấn
Hà Nội,1,Phúc Thọ,272,Vân Hà,09718,Xã
Hà Nội,1,Phúc Thọ,272,Vân Phúc,09721,Xã
Hà Nội,1,Phúc Thọ,272,Vân Nam,09724,Xã
Hà Nội,1,Phúc Thọ,272,Xuân Phú,09727,Xã
Hà Nội,1,Phúc Thọ,272,Phương Độ,09730,Xã
Hà Nội,1,Phúc Thọ,272,Sen Chiểu,09733,Xã
Hà Nội,1,Phúc Thọ,272,Cẩm Đình,09736,Xã
Hà Nội,1,Phúc Thọ,272,Võng Xuyên,09739,Xã
Hà Nội,1,Phúc Thọ,272,Thọ Lộc,09742,Xã
Hà Nội,1,Phúc Thọ,272,Long Xuyên,09745,Xã
Hà Nội,1,Phúc Thọ,272,Thượng Cốc,09748,Xã
Hà Nội,1,Phúc Thọ,272,Hát Môn,09751,Xã
Hà Nội,1,Phúc Thọ,272,Tích Giang,09754,Xã
Hà Nội,1,Phúc Thọ,272,Thanh Đa,09757,Xã
Hà Nội,1,Phúc Thọ,272,Trạch Mỹ Lộc,09760,Xã
Hà Nội,1,Phúc Thọ,272,Phúc Hòa,09763,Xã
Hà Nội,1,Phúc Thọ,272,Ngọc Tảo,09766,Xã
Hà Nội,1,Phúc Thọ,272,Phụng Thượng,09769,Xã
Hà Nội,1,Phúc Thọ,272,Tam Thuấn,09772,Xã
Hà Nội,1,Phúc Thọ,272,Tam Hiệp,09775,Xã
Hà Nội,1,Phúc Thọ,272,Hiệp Thuận,09778,Xã
Hà Nội,1,Phúc Thọ,272,Liên Hiệp,09781,Xã
Hà Nội,1,Đan Phượng,273,Phùng,09784,Thị trấn
Hà Nội,1,Đan Phượng,273,Trung Châu,09787,Xã
Hà Nội,1,Đan Phượng,273,Thọ An,09790,Xã
Hà Nội,1,Đan Phượng,273,Thọ Xuân,09793,Xã
Hà Nội,1,Đan Phượng,273,Hồng Hà,09796,Xã
Hà Nội,1,Đan Phượng,273,Liên Hồng,09799,Xã
Hà Nội,1,Đan Phượng,273,Liên Hà,09802,Xã
Hà Nội,1,Đan Phượng,273,Hạ Mỗ,09805,Xã
Hà Nội,1,Đan Phượng,273,Liên Trung,09808,Xã
Hà Nội,1,Đan Phượng,273,Phương Đình,09811,Xã
Hà Nội,1,Đan Phượng,273,Thượng Mỗ,09814,Xã
Hà Nội,1,Đan Phượng,273,Tân Hội,09817,Xã
Hà Nội,1,Đan Phượng,273,Tân Lập,09820,Xã
Hà Nội,1,Đan Phượng,273,Đan Phượng,09823,Xã
Hà Nội,1,Đan Phượng,273,Đồng Tháp,09826,Xã
Hà Nội,1,Đan Phượng,273,Song Phượng,09829,Xã
Hà Nội,1,Hoài Đức,274,Trạm Trôi,09832,Thị trấn
Hà Nội,1,Hoài Đức,274,Đức Thượng,09835,Xã
Hà Nội,1,Hoài Đức,274,Minh Khai,09838,Xã
Hà Nội,1,Hoài Đức,274,Dương Liễu,09841,Xã
Hà Nội,1,Hoài Đức,274,Di Trạch,09844,Xã
Hà Nội,1,Hoài Đức,274,Đức Giang,09847,Xã
Hà Nội,1,Hoài Đức,274,Cát Quế,09850,Xã
Hà Nội,1,Hoài Đức,274,Kim Chung,09853,Xã
Hà Nội,1,Hoài Đức,274,Yên Sở,09856,Xã
Hà Nội,1,Hoài Đức,274,Sơn Đồng,09859,Xã
Hà Nội,1,Hoài Đức,274,Vân Canh,09862,Xã
Hà Nội,1,Hoài Đức,274,Đắc Sở,09865,Xã
Hà Nội,1,Hoài Đức,274,Lại Yên,09868,Xã
Hà Nội,1,Hoài Đức,274,Tiền Yên,09871,Xã
Hà Nội,1,Hoài Đức,274,Song Phương,09874,Xã
Hà Nội,1,Hoài Đức,274,An Khánh,09877,Xã
Hà Nội,1,Hoài Đức,274,An Thượng,09880,Xã
Hà Nội,1,Hoài Đức,274,Vân Côn,09883,Xã
Hà Nội,1,Hoài Đức,274,La Phù,09889,Xã
Hà Nội,1,Hoài Đức,274,Đông La,09892,Xã
Hà Nội,1,Quốc Oai,275,Đông Xuân,04939,Xã
Hà Nội,1,Quốc Oai,275,Quốc Oai,09895,Thị trấn
Hà Nội,1,Quốc Oai,275,Sài Sơn,09898,Xã
Hà Nội,1,Quốc Oai,275,Phượng Cách,09901,Xã
Hà Nội,1,Quốc Oai,275,Yên Sơn,09904,Xã
Hà Nội,1,Quốc Oai,275,Ngọc Liệp,09907,Xã
Hà Nội,1,Quốc Oai,275,Ngọc Mỹ,09910,Xã
Hà Nội,1,Quốc Oai,275,Liệp Tuyết,09913,Xã
Hà Nội,1,Quốc Oai,275,Thạch Thán,09916,Xã
Hà Nội,1,Quốc Oai,275,Đồng Quang,09919,Xã
Hà Nội,1,Quốc Oai,275,Phú Cát,09922,Xã
Hà Nội,1,Quốc Oai,275,Tuyết Nghĩa,09925,Xã
Hà Nội,1,Quốc Oai,275,Nghĩa Hương,09928,Xã
Hà Nội,1,Quốc Oai,275,Cộng Hòa,09931,Xã
Hà Nội,1,Quốc Oai,275,Tân Phú,09934,Xã
Hà Nội,1,Quốc Oai,275,Đại Thành,09937,Xã
Hà Nội,1,Quốc Oai,275,Phú Mãn,09940,Xã
Hà Nội,1,Quốc Oai,275,Cấn Hữu,09943,Xã
Hà Nội,1,Quốc Oai,275,Tân Hòa,09946,Xã
Hà Nội,1,Quốc Oai,275,Hòa Thạch,09949,Xã
Hà Nội,1,Quốc Oai,275,Đông Yên,09952,Xã
Hà Nội,1,Thạch Thất,276,Yên Trung,04927,Xã
Hà Nội,1,Thạch Thất,276,Yên Bình,04930,Xã
