Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp
Sơn La,14,Yên Châu,124,Phiêng KHoài,04099,Xã
Sơn La,14,Yên Châu,124,Chiềng Tương,04102,Xã
Sơn La,14,Mai Sơn,125,Hát Lót,04105,Thị trấn
Sơn La,14,Mai Sơn,125,Chiềng Sung,04108,Xã
Sơn La,14,Mai Sơn,125,Mường Bằng,04111,Xã
Sơn La,14,Mai Sơn,125,Chiềng Chăn,04114,Xã
Sơn La,14,Mai Sơn,125,Mương Tranh,04117,Xã
Sơn La,14,Mai Sơn,125,Chiềng Ban,04120,Xã
Sơn La,14,Mai Sơn,125,Chiềng Mung,04123,Xã
Sơn La,14,Mai Sơn,125,Mường Bon,04126,Xã
Sơn La,14,Mai Sơn,125,Chiềng Chung,04129,Xã
Sơn La,14,Mai Sơn,125,Chiềng Mai,04132,Xã
Sơn La,14,Mai Sơn,125,Hát Lót,04135,Xã
Sơn La,14,Mai Sơn,125,Nà Pó,04136,Xã
Sơn La,14,Mai Sơn,125,Cò  Nòi,04138,Xã
Sơn La,14,Mai Sơn,125,Chiềng Nơi,04141,Xã
Sơn La,14,Mai Sơn,125,Phiêng Cằm,04144,Xã
Sơn La,14,Mai Sơn,125,Chiềng Dong,04147,Xã
Sơn La,14,Mai Sơn,125,Chiềng Kheo,04150,Xã
Sơn La,14,Mai Sơn,125,Chiềng Ve,04153,Xã
Sơn La,14,Mai Sơn,125,Chiềng Lương,04156,Xã
Sơn La,14,Mai Sơn,125,Phiêng Pằn,04159,Xã
Sơn La,14,Mai Sơn,125,Nà Ơt,04162,Xã
Sơn La,14,Mai Sơn,125,Tà Hộc,04165,Xã
Sơn La,14,Sông Mã,126,Sông Mã,04168,Thị trấn
Sơn La,14,Sông Mã,126,Bó Sinh,04171,Xã
Sơn La,14,Sông Mã,126,Pú Pẩu,04174,Xã
Sơn La,14,Sông Mã,126,Chiềng Phung,04177,Xã
Sơn La,14,Sông Mã,126,Chiềng En,04180,Xã
Sơn La,14,Sông Mã,126,Mường Lầm,04183,Xã
Sơn La,14,Sông Mã,126,Nậm Ty,04186,Xã
Sơn La,14,Sông Mã,126,Đứa Mòn,04189,Xã
Sơn La,14,Sông Mã,126,Yên Hưng,04192,Xã
Sơn La,14,Sông Mã,126,Chiềng Sơ,04195,Xã
Sơn La,14,Sông Mã,126,Nà Ngựu,04198,Xã
Sơn La,14,Sông Mã,126,Nậm Mằn,04201,Xã
Sơn La,14,Sông Mã,126,Chiềng Khoong,04204,Xã
Sơn La,14,Sông Mã,126,Chiềng Cang,04207,Xã
Sơn La,14,Sông Mã,126,Huổi Một,04210,Xã
Sơn La,14,Sông Mã,126,Mường Sai,04213,Xã
Sơn La,14,Sông Mã,126,Mường Cai,04216,Xã
Sơn La,14,Sông Mã,126,Mường Hung,04219,Xã
Sơn La,14,Sông Mã,126,Chiềng Khương,04222,Xã
Sơn La,14,Sốp Cộp,127,Sam Kha,04225,Xã
Sơn La,14,Sốp Cộp,127,Púng Bánh,04228,Xã
Sơn La,14,Sốp Cộp,127,Xốp Cộp,04231,Xã
Sơn La,14,Sốp Cộp,127,Dồm Cang,04234,Xã
Sơn La,14,Sốp Cộp,127,Nậm Lạnh,04237,Xã
Sơn La,14,Sốp Cộp,127,Mường Lèo,04240,Xã
Sơn La,14,Sốp Cộp,127,Mường Và,04243,Xã
Sơn La,14,Sốp Cộp,127,Mường Lạn,04246,Xã
Sơn La,14,Vân Hồ,128,Suối Bàng,03994,Xã
Sơn La,14,Vân Hồ,128,Song Khủa,04006,Xã
Sơn La,14,Vân Hồ,128,Liên Hòa,04009,Xã
Sơn La,14,Vân Hồ,128,Tô Múa,04018,Xã
Sơn La,14,Vân Hồ,128,Mường Tè,04021,Xã
Sơn La,14,Vân Hồ,128,Chiềng Khoa,04036,Xã
Sơn La,14,Vân Hồ,128,Mường Men,04039,Xã
Sơn La,14,Vân Hồ,128,Quang Minh,04042,Xã
Sơn La,14,Vân Hồ,128,Vân Hồ,04048,Xã
Sơn La,14,Vân Hồ,128,Lóng Luông,04051,Xã
Sơn La,14,Vân Hồ,128,Chiềng Yên,04054,Xã
Sơn La,14,Vân Hồ,128,Chiềng Xuân,04056,Xã
Sơn La,14,Vân Hồ,128,Xuân Nha,04057,Xã
Sơn La,14,Vân Hồ,128,Tân Xuân,04058,Xã
Yên Bái,15,Yên Bái,132,Yên Thịnh,04249,Phường
Yên Bái,15,Yên Bái,132,Yên Ninh,04252,Phường
Yên Bái,15,Yên Bái,132,Minh Tân,04255,Phường
Yên Bái,15,Yên Bái,132,Nguyễn Thái Học,04258,Phường
Yên Bái,15,Yên Bái,132,Đồng Tâm,04261,Phường
Yên Bái,15,Yên Bái,132,Nguyễn Phúc,04264,Phường
Yên Bái,15,Yên Bái,132,Hồng Hà,04267,Phường
Yên Bái,15,Yên Bái,132,Minh Bảo,04270,Xã
Yên Bái,15,Yên Bái,132,Nam Cường,04273,Phường
Yên Bái,15,Yên Bái,132,Tuy Lộc,04276,Xã
Yên Bái,15,Yên Bái,132,Tân Thịnh,04279,Xã
Yên Bái,15,Yên Bái,132,Âu Lâu,04540,Xã
Yên Bái,15,Yên Bái,132,Giới Phiên,04543,Xã
Yên Bái,15,Yên Bái,132,Hợp Minh,04546,Phường
Yên Bái,15,Yên Bái,132,Văn Tiến,04549,Xã
Yên Bái,15,Yên Bái,132,Phúc Lộc,04552,Xã
Yên Bái,15,Yên Bái,132,Văn Phú,04558,Xã
Yên Bái,15,Nghĩa Lộ,133,Pú Trạng,04282,Phường
Yên Bái,15,Nghĩa Lộ,133,Trung Tâm,04285,Phường
Yên Bái,15,Nghĩa Lộ,133,Tân An,04288,Phường
Yên Bái,15,Nghĩa Lộ,133,Cầu Thia,04291,Phường
Yên Bái,15,Nghĩa Lộ,133,Nghĩa Lợi,04294,Xã
Yên Bái,15,Nghĩa Lộ,133,Nghĩa Phúc,04297,Xã
Yên Bái,15,Nghĩa Lộ,133,Nghĩa An,04300,Xã
Yên Bái,15,Lục Yên,135,Yên Thế,04303,Thị trấn
Yên Bái,15,Lục Yên,135,Tân Phượng,04306,Xã
Yên Bái,15,Lục Yên,135,Lâm Thượng,04309,Xã
Yên Bái,15,Lục Yên,135,Khánh Thiện,04312,Xã
Yên Bái,15,Lục Yên,135,Minh Chuẩn,04315,Xã
Yên Bái,15,Lục Yên,135,Mai Sơn,04318,Xã
Yên Bái,15,Lục Yên,135,Khai Trung,04321,Xã
Yên Bái,15,Lục Yên,135,Mường Lai,04324,Xã
Yên Bái,15,Lục Yên,135,An Lạc,04327,Xã
Yên Bái,15,Lục Yên,135,Minh Xuân,04330,Xã
Yên Bái,15,Lục Yên,135,Tô Mậu,04333,Xã
Yên Bái,15,Lục Yên,135,Tân Lĩnh,04336,Xã
Yên Bái,15,Lục Yên,135,Yên Thắng,04339,Xã
Yên Bái,15,Lục Yên,135,Khánh Hòa,04342,Xã
Yên Bái,15,Lục Yên,135,Vĩnh Lạc,04345,Xã
Yên Bái,15,Lục Yên,135,Liễu Đô,04348,Xã
Yên Bái,15,Lục Yên,135,Động Quan,04351,Xã
Yên Bái,15,Lục Yên,135,Tân Lập,04354,Xã
Yên Bái,15,Lục Yên,135,Minh Tiến,04357,Xã
Yên Bái,15,Lục Yên,135,Trúc Lâu,04360,Xã
Yên Bái,15,Lục Yên,135,Phúc Lợi,04363,Xã
Yên Bái,15,Lục Yên,135,Phan Thanh,04366,Xã
Yên Bái,15,Lục Yên,135,An Phú,04369,Xã
Yên Bái,15,Lục Yên,135,Trung Tâm,04372,Xã
Yên Bái,15,Văn Yên,136,Mậu A,04375,Thị trấn
Yên Bái,15,Văn Yên,136,Lang Thíp,04378,Xã
Yên Bái,15,Văn Yên,136,Lâm Giang,04381,Xã
Yên Bái,15,Văn Yên,136,Châu Quế Thượng,04384,Xã
Yên Bái,15,Văn Yên,136,Châu Quế Hạ,04387,Xã
Yên Bái,15,Văn Yên,136,An Bình,04390,Xã
Yên Bái,15,Văn Yên,136,Quang Minh,04393,Xã
Yên Bái,15,Văn Yên,136,Đông An,04396,Xã
Yên Bái,15,Văn Yên,136,Đông Cuông,04399,Xã
Yên Bái,15,Văn Yên,136,Phong Dụ Hạ,04402,Xã
Yên Bái,15,Văn Yên,136,Mậu Đông,04405,Xã
Yên Bái,15,Văn Yên,136,Ngòi A,04408,Xã
Yên Bái,15,Văn Yên,136,Xuân Tầm,04411,Xã
Yên Bái,15,Văn Yên,136,Tân Hợp,04414,Xã
Yên Bái,15,Văn Yên,136,An Thịnh,04417,Xã
Yên Bái,15,Văn Yên,136,Yên Thái,04420,Xã
Yên Bái,15,Văn Yên,136,Phong Dụ Thượng,04423,Xã
Yên Bái,15,Văn Yên,136,Yên Hợp,04426,Xã
Yên Bái,15,Văn Yên,136,Đại Sơn,04429,Xã
Yên Bái,15,Văn Yên,136,Yên Hưng,04432,Xã
Yên Bái,15,Văn Yên,136,Đại Phác,04435,Xã
Yên Bái,15,Văn Yên,136,Yên Phú,04438,Xã
Yên Bái,15,Văn Yên,136,Xuân Ái,04441,Xã
Yên Bái,15,Văn Yên,136,Hoàng Thắng,04444,Xã
Yên Bái,15,Văn Yên,136,Viễn Sơn,04447,Xã
Yên Bái,15,Văn Yên,136,Mỏ Vàng,04450,Xã
Yên Bái,15,Văn Yên,136,Nà Hẩu,04453,Xã
Yên Bái,15,Mù Cang Chải,137,Mù Cang Chải,04456,Thị trấn
Yên Bái,15,Mù Cang Chải,137,Hồ Bốn,04459,Xã
Yên Bái,15,Mù Cang Chải,137,Nậm Có,04462,Xã
Yên Bái,15,Mù Cang Chải,137,Khao Mang,04465,Xã
Yên Bái,15,Mù Cang Chải,137,Mồ Dề,04468,Xã
Yên Bái,15,Mù Cang Chải,137,Chế Cu Nha,04471,Xã
Yên Bái,15,Mù Cang Chải,137,Lao Chải,04474,Xã
Yên Bái,15,Mù Cang Chải,137,Kim Nọi,04477,Xã
Yên Bái,15,Mù Cang Chải,137,Cao Phạ,04480,Xã
Yên Bái,15,Mù Cang Chải,137,La Pán Tẩn,04483,Xã
Yên Bái,15,Mù Cang Chải,137,Dế Su Phình,04486,Xã
Yên Bái,15,Mù Cang Chải,137,Chế Tạo,04489,Xã
Yên Bái,15,Mù Cang Chải,137,Púng Luông,04492,Xã
Yên Bái,15,Mù Cang Chải,137,Nậm Khắt,04495,Xã
Yên Bái,15,Trấn Yên,138,Cổ Phúc,04498,Thị trấn
Yên Bái,15,Trấn Yên,138,Tân Đồng,04501,Xã
Yên Bái,15,Trấn Yên,138,Báo Đáp,04504,Xã
Yên Bái,15,Trấn Yên,138,Đào Thịnh,04507,Xã
Yên Bái,15,Trấn Yên,138,Việt Thành,04510,Xã
Yên Bái,15,Trấn Yên,138,Hòa Cuông,04513,Xã
Yên Bái,15,Trấn Yên,138,Minh Quán,04516,Xã
Yên Bái,15,Trấn Yên,138,Quy Mông,04519,Xã
Yên Bái,15,Trấn Yên,138,Cường Thịnh,04522,Xã
Yên Bái,15,Trấn Yên,138,Kiên Thành,04525,Xã
Yên Bái,15,Trấn Yên,138,Nga Quán,04528,Xã
Yên Bái,15,Trấn Yên,138,Y Can,04531,Xã
Yên Bái,15,Trấn Yên,138,Minh Tiến,04534,Xã
Yên Bái,15,Trấn Yên,138,Lương Thịnh,04537,Xã
Yên Bái,15,Trấn Yên,138,Bảo Hưng,04561,Xã
Yên Bái,15,Trấn Yên,138,Việt Cường,04564,Xã
Yên Bái,15,Trấn Yên,138,Minh Quân,04567,Xã
Yên Bái,15,Trấn Yên,138,Hồng Ca,04570,Xã
Yên Bái,15,Trấn Yên,138,Hưng Thịnh,04573,Xã
Yên Bái,15,Trấn Yên,138,Hưng Khánh,04576,Xã
Yên Bái,15,Trấn Yên,138,Việt Hồng,04579,Xã
Yên Bái,15,Trấn Yên,138,Vân Hội,04582,Xã
Yên Bái,15,Trạm Tấu,139,Trạm Tấu,04585,Thị trấn
Yên Bái,15,Trạm Tấu,139,Túc Đán,04588,Xã
Yên Bái,15,Trạm Tấu,139,Pá Lau,04591,Xã
Yên Bái,15,Trạm Tấu,139,Xà Hồ,04594,Xã
Yên Bái,15,Trạm Tấu,139,Phình Hồ,04597,Xã
Yên Bái,15,Trạm Tấu,139,Trạm Tấu,04600,Xã
Yên Bái,15,Trạm Tấu,139,Tà Si Láng,04603,Xã
Yên Bái,15,Trạm Tấu,139,Pá Hu,04606,Xã
Yên Bái,15,Trạm Tấu,139,Làng Nhì,04609,Xã
Yên Bái,15,Trạm Tấu,139,Bản Công,04612,Xã
Yên Bái,15,Trạm Tấu,139,Bản Mù,04615,Xã
Yên Bái,15,Trạm Tấu,139,Hát Lìu,04618,Xã
Yên Bái,15,Văn Chấn,140,NT Liên Sơn,04621,Thị trấn
Yên Bái,15,Văn Chấn,140,NT Nghĩa Lộ,04624,Thị trấn
Yên Bái,15,Văn Chấn,140,NT Trần Phú,04627,Thị trấn
Yên Bái,15,Văn Chấn,140,Tú Lệ,04630,Xã
Yên Bái,15,Văn Chấn,140,Nậm Búng,04633,Xã
Yên Bái,15,Văn Chấn,140,Gia Hội,04636,Xã
Yên Bái,15,Văn Chấn,140,Sùng Đô,04639,Xã
Yên Bái,15,Văn Chấn,140,Nậm Mười,04642,Xã
Yên Bái,15,Văn Chấn,140,An Lương,04645,Xã
Yên Bái,15,Văn Chấn,140,Nậm Lành,04648,Xã
Yên Bái,15,Văn Chấn,140,Sơn Lương,04651,Xã
Yên Bái,15,Văn Chấn,140,Suối Quyền,04654,Xã
Yên Bái,15,Văn Chấn,140,Suối Giàng,04657,Xã
Yên Bái,15,Văn Chấn,140,Sơn A,04660,Xã
Yên Bái,15,Văn Chấn,140,Phù Nham,04663,Xã
Yên Bái,15,Văn Chấn,140,Nghĩa Sơn,04666,Xã
Yên Bái,15,Văn Chấn,140,Suối Bu,04669,Xã
Yên Bái,15,Văn Chấn,140,Sơn Thịnh,04672,Xã
Yên Bái,15,Văn Chấn,140,Thanh Lương,04675,Xã
Yên Bái,15,Văn Chấn,140,Hạnh Sơn,04678,Xã
Yên Bái,15,Văn Chấn,140,Phúc Sơn,04681,Xã
Yên Bái,15,Văn Chấn,140,Thạch Lương,04684,Xã
Yên Bái,15,Văn Chấn,140,Đại Lịch,04687,Xã
Yên Bái,15,Văn Chấn,140,Đồng Khê,04690,Xã
Yên Bái,15,Văn Chấn,140,Cát Thịnh,04693,Xã
Yên Bái,15,Văn Chấn,140,Tân Thịnh,04696,Xã
Yên Bái,15,Văn Chấn,140,Chấn Thịnh,04699,Xã
Yên Bái,15,Văn Chấn,140,Bình Thuận,04702,Xã
Yên Bái,15,Văn Chấn,140,Thượng Bằng La,04705,Xã
Yên Bái,15,Văn Chấn,140,Minh An,04708,Xã
Yên Bái,15,Văn Chấn,140,Nghĩa Tâm,04711,Xã
Yên Bái,15,Yên Bình,141,Văn Lãng,04555,Xã
Yên Bái,15,Yên Bình,141,Yên Bình,04714,Thị trấn
Yên Bái,15,Yên Bình,141,Thác Bà,04717,Thị trấn
Yên Bái,15,Yên Bình,141,Xuân Long,04720,Xã
Yên Bái,15,Yên Bình,141,Tích Cốc,04723,Xã
Yên Bái,15,Yên Bình,141,Cảm Nhân,04726,Xã
Yên Bái,15,Yên Bình,141,Ngọc Chấn,04729,Xã
Yên Bái,15,Yên Bình,141,Tân Nguyên,04732,Xã
Yên Bái,15,Yên Bình,141,Phúc Ninh,04735,Xã
Yên Bái,15,Yên Bình,141,Bảo Ái,04738,Xã
Yên Bái,15,Yên Bình,141,Mỹ Gia,04741,Xã
Yên Bái,15,Yên Bình,141,Xuân Lai,04744,Xã
Yên Bái,15,Yên Bình,141,Mông Sơn,04747,Xã
Yên Bái,15,Yên Bình,141,Cảm Ân,04750,Xã
Yên Bái,15,Yên Bình,141,Yên Thành,04753,Xã
Yên Bái,15,Yên Bình,141,Tân Hương,04756,Xã
Yên Bái,15,Yên Bình,141,Phúc An,04759,Xã
Yên Bái,15,Yên Bình,141,Bạch Hà,04762,Xã
Yên Bái,15,Yên Bình,141,Vũ Linh,04765,Xã
Yên Bái,15,Yên Bình,141,Đại Đồng,04768,Xã
Yên Bái,15,Yên Bình,141,Vĩnh Kiên,04771,Xã
Yên Bái,15,Yên Bình,141,Yên Bình,04774,Xã
Yên Bái,15,Yên Bình,141,Thịnh Hưng,04777,Xã
Yên Bái,15,Yên Bình,141,Hán Đà,04780,Xã
Yên Bái,15,Yên Bình,141,Phú Thịnh,04783,Xã
Yên Bái,15,Yên Bình,141,Đại Minh,04786,Xã
Hòa Bình,17,Hòa Bình,148,Thái Bình,04789,Phường
Hòa Bình,17,Hòa Bình,148,Tân Hòa,04792,Phường
Hòa Bình,17,Hòa Bình,148,Thịnh Lang,04795,Phường
Hòa Bình,17,Hòa Bình,148,Hữu Nghị,04798,Phường
Hòa Bình,17,Hòa Bình,148,Tân Thịnh,04801,Phường
Hòa Bình,17,Hòa Bình,148,Đồng Tiến,04804,Phường
Hòa Bình,17,Hòa Bình,148,Phương Lâm,04807,Phường
Hòa Bình,17,Hòa Bình,148,Chăm Mát,04810,Phường
Hòa Bình,17,Hòa Bình,148,Yên Mông,04813,Xã
Hòa Bình,17,Hòa Bình,148,Sủ Ngòi,04816,Xã
Hòa Bình,17,Hòa Bình,148,Dân Chủ,04819,Xã
Hòa Bình,17,Hòa Bình,148,Thái Thịnh,04822,Xã
Hòa Bình,17,Hòa Bình,148,Hòa Bình,04825,Xã
Hòa Bình,17,Hòa Bình,148,Thống Nhất,04828,Xã
Hòa Bình,17,Hòa Bình,148,Trung Minh,04918,Xã
Hòa Bình,17,Đà Bắc,150,Đà Bắc,04831,Thị trấn
Hòa Bình,17,Đà Bắc,150,Đồng Nghê,04834,Xã
Hòa Bình,17,Đà Bắc,150,Suối Nánh,04837,Xã
Hòa Bình,17,Đà Bắc,150,Giáp Đắt,04840,Xã
Hòa Bình,17,Đà Bắc,150,Mường Tuổng,04843,Xã
Hòa Bình,17,Đà Bắc,150,Mường Chiềng,04846,Xã
Hòa Bình,17,Đà Bắc,150,Tân Pheo,04849,Xã
Hòa Bình,17,Đà Bắc,150,Đồng Chum,04852,Xã
Hòa Bình,17,Đà Bắc,150,Tân Minh,04855,Xã
Hòa Bình,17,Đà Bắc,150,Đoàn Kết,04858,Xã
Hòa Bình,17,Đà Bắc,150,Đồng Ruộng,04861,Xã
Hòa Bình,17,Đà Bắc,150,Hào Lý,04864,Xã
Hòa Bình,17,Đà Bắc,150,Tu Lý,04867,Xã
Hòa Bình,17,Đà Bắc,150,Trung Thành,04870,Xã
Hòa Bình,17,Đà Bắc,150,Yên Hòa,04873,Xã
Hòa Bình,17,Đà Bắc,150,Cao Sơn,04876,Xã
Hòa Bình,17,Đà Bắc,150,Toàn Sơn,04879,Xã
Hòa Bình,17,Đà Bắc,150,Hiền Lương,04885,Xã
Hòa Bình,17,Đà Bắc,150,Tiền Phong,04888,Xã
Hòa Bình,17,Đà Bắc,150,Vầy Nưa,04891,Xã
Hòa Bình,17,Kỳ Sơn,151,Kỳ Sơn,04894,Thị trấn
Hòa Bình,17,Kỳ Sơn,151,Hợp Thịnh,04897,Xã
Hòa Bình,17,Kỳ Sơn,151,Phú Minh,04900,Xã
Hòa Bình,17,Kỳ Sơn,151,Hợp Thành,04903,Xã
Hòa Bình,17,Kỳ Sơn,151,Phúc Tiến,04906,Xã
Hòa Bình,17,Kỳ Sơn,151,Dân Hòa,04909,Xã
Hòa Bình,17,Kỳ Sơn,151,Mông Hóa,04912,Xã
Hòa Bình,17,Kỳ Sơn,151,Dân Hạ,04915,Xã
Hòa Bình,17,Kỳ Sơn,151,Độc Lập,04921,Xã
Hòa Bình,17,Kỳ Sơn,151,Yên Quang,04933,Xã
Hòa Bình,17,Lương Sơn,152,Lương Sơn,04924,Thị trấn
Hòa Bình,17,Lương Sơn,152,Lâm Sơn,04942,Xã
Hòa Bình,17,Lương Sơn,152,Hòa Sơn,04945,Xã
Hòa Bình,17,Lương Sơn,152,Trường Sơn,04948,Xã
Hòa Bình,17,Lương Sơn,152,Tân Vinh,04951,Xã
Hòa Bình,17,Lương Sơn,152,Nhuận Trạch,04954,Xã
Hòa Bình,17,Lương Sơn,152,Cao Răm,04957,Xã
Hòa Bình,17,Lương Sơn,152,Cư Yên,04960,Xã
Hòa Bình,17,Lương Sơn,152,Hợp Hòa,04963,Xã
Hòa Bình,17,Lương Sơn,152,Liên Sơn,04966,Xã
Hòa Bình,17,Lương Sơn,152,Thành Lập,04969,Xã
Hòa Bình,17,Lương Sơn,152,Tiến Sơn,04972,Xã
Hòa Bình,17,Lương Sơn,152,Trung Sơn,04975,Xã
Hòa Bình,17,Lương Sơn,152,Tân Thành,04996,Xã
Hòa Bình,17,Lương Sơn,152,Cao Dương,05008,Xã
Hòa Bình,17,Lương Sơn,152,Hợp Châu,05023,Xã
Hòa Bình,17,Lương Sơn,152,Long Sơn,05041,Xã
Hòa Bình,17,Lương Sơn,152,Cao Thắng,05047,Xã
Hòa Bình,17,Lương Sơn,152,Thanh Lương,05059,Xã
Hòa Bình,17,Lương Sơn,152,Hợp Thanh,05062,Xã
Hòa Bình,17,Kim Bôi,153,Bo,04978,Thị trấn
Hòa Bình,17,Kim Bôi,153,Đú Sáng,04984,Xã
Hòa Bình,17,Kim Bôi,153,Bắc Sơn,04987,Xã
Hòa Bình,17,Kim Bôi,153,Bình Sơn,04990,Xã
Hòa Bình,17,Kim Bôi,153,Hùng Tiến,04993,Xã
Hòa Bình,17,Kim Bôi,153,Tú Sơn,04999,Xã
Hòa Bình,17,Kim Bôi,153,Nật Sơn,05002,Xã
Hòa Bình,17,Kim Bôi,153,Vĩnh Tiến,05005,Xã
Hòa Bình,17,Kim Bôi,153,Sơn Thủy,05011,Xã
Hòa Bình,17,Kim Bôi,153,Đông Bắc,05014,Xã
Hòa Bình,17,Kim Bôi,153,Thượng Bì,05017,Xã
Hòa Bình,17,Kim Bôi,153,Lập Chiệng,05020,Xã
Hòa Bình,17,Kim Bôi,153,Vĩnh Đồng,05026,Xã
Hòa Bình,17,Kim Bôi,153,Hạ Bì,05029,Xã
Hòa Bình,17,Kim Bôi,153,Trung Bì,05032,Xã
Hòa Bình,17,Kim Bôi,153,Kim Sơn,05035,Xã
Hòa Bình,17,Kim Bôi,153,Hợp Đồng,05038,Xã
Hòa Bình,17,Kim Bôi,153,Thượng Tiến,05044,Xã
Hòa Bình,17,Kim Bôi,153,Kim Tiến,05050,Xã
Hòa Bình,17,Kim Bôi,153,Kim Bình,05053,Xã
Hòa Bình,17,Kim Bôi,153,Hợp Kim,05056,Xã
Hòa Bình,17,Kim Bôi,153,Kim Bôi,05065,Xã
Hòa Bình,17,Kim Bôi,153,Nam Thượng,05068,Xã
Hòa Bình,17,Kim Bôi,153,Kim Truy,05071,Xã
Hòa Bình,17,Kim Bôi,153,Cuối Hạ,05077,Xã
Hòa Bình,17,Kim Bôi,153,Sào Báy,05080,Xã
Hòa Bình,17,Kim Bôi,153,Mi Hòa,05083,Xã
Hòa Bình,17,Kim Bôi,153,Nuông Dăm,05086,Xã
Hòa Bình,17,Cao Phong,154,Cao Phong,05089,Thị trấn
Hòa Bình,17,Cao Phong,154,Bình Thanh,05092,Xã
Hòa Bình,17,Cao Phong,154,Thung Nai,05095,Xã
Hòa Bình,17,Cao Phong,154,Bắc Phong,05098,Xã
Hòa Bình,17,Cao Phong,154,Thu Phong,05101,Xã
Hòa Bình,17,Cao Phong,154,Đông Phong,05104,Xã
Hòa Bình,17,Cao Phong,154,Xuân Phong,05107,Xã
Hòa Bình,17,Cao Phong,154,Tây Phong,05110,Xã
Hòa Bình,17,Cao Phong,154,Tân Phong,05113,Xã
Hòa Bình,17,Cao Phong,154,Dũng Phong,05116,Xã
Hòa Bình,17,Cao Phong,154,Nam Phong,05119,Xã
Hòa Bình,17,Cao Phong,154,Yên Lập,05122,Xã
Hòa Bình,17,Cao Phong,154,Yên Thượng,05125,Xã
Hòa Bình,17,Tân Lạc,155,Mường Khến,05128,Thị trấn
Hòa Bình,17,Tân Lạc,155,Ngòi Hoa,05131,Xã
Hòa Bình,17,Tân Lạc,155,Trung Hòa,05134,Xã
Hòa Bình,17,Tân Lạc,155,Phú Vinh,05137,Xã
Hòa Bình,17,Tân Lạc,155,Phú Cường,05140,Xã
Hòa Bình,17,Tân Lạc,155,Mỹ Hòa,05143,Xã
Hòa Bình,17,Tân Lạc,155,Quy Hậu,05146,Xã
Hòa Bình,17,Tân Lạc,155,Phong Phú,05149,Xã
Hòa Bình,17,Tân Lạc,155,Quyết Chiến,05152,Xã
Hòa Bình,17,Tân Lạc,155,Mãn Đức,05155,Xã
Hòa Bình,17,Tân Lạc,155,Địch Giáo,05158,Xã
Hòa Bình,17,Tân Lạc,155,Tuân Lộ,05161,Xã
Hòa Bình,17,Tân Lạc,155,Tử Nê,05164,Xã
Hòa Bình,17,Tân Lạc,155,Thanh Hối,05167,Xã
Hòa Bình,17,Tân Lạc,155,Ngọc Mỹ,05170,Xã
Hòa Bình,17,Tân Lạc,155,Đông Lai,05173,Xã
Hòa Bình,17,Tân Lạc,155,Lũng Vân,05176,Xã
Hòa Bình,17,Tân Lạc,155,Bắc Sơn,05179,Xã
Hòa Bình,17,Tân Lạc,155,Quy Mỹ,05182,Xã
Hòa Bình,17,Tân Lạc,155,Do Nhân,05185,Xã
Hòa Bình,17,Tân Lạc,155,Nam Sơn,05188,Xã
Hòa Bình,17,Tân Lạc,155,Lỗ Sơn,05191,Xã
Hòa Bình,17,Tân Lạc,155,Ngổ Luông,05194,Xã
Hòa Bình,17,Tân Lạc,155,Gia Mô,05197,Xã
Hòa Bình,17,Mai Châu,156,Tân Dân,04882,Xã
Hòa Bình,17,Mai Châu,156,Mai Châu,05200,Thị trấn
Hòa Bình,17,Mai Châu,156,Tân Mai,05203,Xã
Hòa Bình,17,Mai Châu,156,Phúc Sạn,05206,Xã
Hòa Bình,17,Mai Châu,156,Pà Cò,05209,Xã
Hòa Bình,17,Mai Châu,156,Hang Kia,05212,Xã
Hòa Bình,17,Mai Châu,156,Ba Khan,05215,Xã
Hòa Bình,17,Mai Châu,156,Tân Sơn,05218,Xã
Hòa Bình,17,Mai Châu,156,Đồng Bảng,05221,Xã
Hòa Bình,17,Mai Châu,156,Cun Pheo,05224,Xã
Hòa Bình,17,Mai Châu,156,Bao La,05227,Xã
Hòa Bình,17,Mai Châu,156,Piềng Vế,05230,Xã
Hòa Bình,17,Mai Châu,156,Tòng Đậu,05233,Xã
Hòa Bình,17,Mai Châu,156,Nà Mèo,05236,Xã
Hòa Bình,17,Mai Châu,156,Thung Khe,05239,Xã
Hòa Bình,17,Mai Châu,156,Nà Phòn,05242,Xã
Hòa Bình,17,Mai Châu,156,Săm Khóe,05245,Xã
Hòa Bình,17,Mai Châu,156,Chiềng Châu,05248,Xã
Hòa Bình,17,Mai Châu,156,Mai Hạ,05251,Xã
Hòa Bình,17,Mai Châu,156,Nong Luông,05254,Xã
Hòa Bình,17,Mai Châu,156,Mai Hịch,05257,Xã
Hòa Bình,17,Mai Châu,156,Pù Pin,05260,Xã
Hòa Bình,17,Mai Châu,156,Vạn Mai,05263,Xã
Hòa Bình,17,Lạc Sơn,157,Vụ Bản,05266,Thị trấn
Hòa Bình,17,Lạc Sơn,157,Quý Hòa,05269,Xã
Hòa Bình,17,Lạc Sơn,157,Miền Đồi,05272,Xã
Hòa Bình,17,Lạc Sơn,157,Mỹ Thành,05275,Xã
Hòa Bình,17,Lạc Sơn,157,Tuân Đạo,05278,Xã
Hòa Bình,17,Lạc Sơn,157,Văn Nghĩa,05281,Xã
Hòa Bình,17,Lạc Sơn,157,Văn Sơn,05284,Xã
