655,105,1520,115,1518,270,653,259
1569,115,2095,115,2095,266,1569,266
2145,122,2613,122,2613,266,2145,266
403,316,676,316,676,417,403,417
201,324,374,324,374,410,201,410
835,324,1324,324,1324,417,835,417
1879,324,2138,324,2138,424,1879,424
2160,324,2390,324,2390,424,2160,424
2628,324,2872,324,2872,432,2628,432
1346,331,1663,331,1663,410,1346,410
1742,331,1857,331,1857,424,1742,424
2462,331,2613,331,2613,424,2462,424
2944,345,3074,345,3074,432,2944,432
388,432,928,432,928,525,388,525
201,439,367,439,367,525,201,525
525,698,878,698,878,784,525,784
864,698,972,698,972,792,864,792
979,698,1296,698,1296,784,979,784
216,705,345,705,345,792,216,792
1965,705,2095,705,2095,784,1965,784
2217,705,2527,705,2527,792,2217,792
352,712,518,712,518,792,352,792
2541,712,2642,712,2642,792,2541,792
2656,712,2887,712,2887,792,2656,792
2872,712,2966,712,2966,792,2872,792
2102,720,2210,720,2210,792,2102,792
396,820,626,820,626,900,396,900
1965,820,2073,820,2073,900,1965,900
216,828,360,828,360,907,216,907
2793,828,2923,828,2923,907,2793,907
2930,835,2980,835,2980,907,2930,907
360,842,381,842,381,892,360,892
367,928,763,928,763,1029,367,1029
763,928,914,928,914,1015,763,1015
223,936,352,936,352,1022,223,1022
1972,936,2160,936,2160,1015,1972,1015
2174,936,2289,936,2289,1022,2174,1022
2289,936,2512,936,2512,1015,2289,1015
2527,936,2901,936,2901,1015,2527,1015
2908,943,3096,943,3096,1022,2908,1022
374,1051,576,1051,576,1159,374,1159
597,1051,864,1051,864,1137,597,1137
223,1058,360,1058,360,1137,223,1137
1396,1288,1641,1288,1641,1396,1396,1396
1828,1296,2016,1296,2016,1389,1828,1389
1648,1303,1814,1303,1814,1382,1648,1382
2637,1501,2832,1523,2820,1625,2625,1603
252,1519,388,1519,388,1605,252,1605
2376,1519,2484,1519,2484,1598,2376,1598
2829,1519,2973,1519,2973,1598,2829,1598
453,1526,604,1526,604,1620,453,1620
619,1526,842,1526,842,1627,619,1627
1605,1526,1692,1526,1692,1605,1605,1605
1828,1526,1980,1526,1980,1605,1828,1605
1994,1526,2109,1526,2109,1620,1994,1620
2534,1533,2556,1533,2556,1591,2534,1591
2822,1627,2988,1627,2988,1706,2822,1706
2973,1627,3117,1627,3117,1713,2973,1713
972,1634,1101,1634,1101,1728,972,1728
2080,1634,2203,1634,2203,1720,2080,1720
2188,1634,2332,1634,2332,1720,2188,1720
460,1641,590,1641,590,1728,460,1728
612,1648,655,1648,655,1720,612,1720
676,1641,849,1641,849,1728,676,1728
864,1641,950,1641,950,1728,864,1728
1111,1630,1352,1650,1344,1745,1103,1726
1360,1641,1483,1641,1483,1728,1360,1728
453,1756,597,1756,597,1843,453,1843
2959,1850,3117,1850,3117,1936,2959,1936
2872,1857,2980,1857,2980,1944,2872,1944
2080,1864,2203,1864,2203,1951,2080,1951
2188,1864,2332,1864,2332,1944,2188,1944
266,1879,302,1879,302,1958,266,1958
460,1872,604,1872,604,1965,460,1965
612,1872,712,1872,712,1951,612,1951
727,1879,835,1879,835,1980,727,1980
842,1879,964,1879,964,1951,842,1951
2872,1965,2995,1965,2995,2052,2872,2052
2980,1965,3124,1965,3124,2059,2980,2059
2080,1972,2332,1972,2332,2059,2080,2059
266,1994,309,1994,309,2073,266,2073
1044,1987,1180,1987,1180,2073,1044,2073
1195,1987,1353,1987,1353,2073,1195,2073
468,1994,597,1994,597,2073,468,2073
619,2001,662,2001,662,2073,619,2073
684,1994,892,1994,892,2073,684,2073
907,1994,1029,1994,1029,2080,907,2080
475,2109,655,2109,655,2196,475,2196
2829,2196,2995,2196,2995,2275,2829,2275
2980,2196,3124,2196,3124,2275,2980,2275
2088,2203,2196,2203,2196,2289,2088,2289
2196,2203,2340,2203,2340,2282,2196,2282
604,2217,734,2217,734,2304,604,2304
1072,2217,1238,2217,1238,2296,1072,2296
468,2224,597,2224,597,2311,468,2311
273,2239,309,2239,309,2296,273,2296
748,2232,1058,2232,1058,2325,748,2325
1252,2232,1389,2232,1389,2311,1252,2311
2988,2304,3124,2304,3124,2390,2988,2390
2836,2311,2980,2311,2980,2390,2836,2390
264,2325,474,2357,458,2461,248,2429
468,2340,619,2340,619,2426,468,2426
2829,2419,2980,2419,2980,2505,2829,2505
2988,2419,3124,2419,3124,2505,2988,2505
259,2462,388,2462,388,2548,259,2548
403,2462,590,2462,590,2556,403,2556
3038,2534,3132,2534,3132,2613,3038,2613
590,2570,748,2570,748,2664,590,2664
266,2577,432,2577,432,2671,266,2671
446,2584,482,2584,482,2656,446,2656
468,2577,576,2577,576,2671,468,2671
1929,2779,2116,2779,2116,2872,1929,2872
1720,2786,1915,2786,1915,2887,1720,2887
1339,2793,1483,2793,1483,2880,1339,2880
1497,2793,1713,2793,1713,2894,1497,2894
2145,2800,2181,2800,2181,2865,2145,2865
1015,2800,1116,2800,1116,2887,1015,2887
1133,2807,1324,2797,1329,2879,1138,2890
820,2808,1008,2808,1008,2901,820,2901
231,2809,437,2820,431,2925,226,2915
446,2815,619,2815,619,2901,446,2901
633,2815,806,2815,806,2901,633,2901
1742,3110,2023,3110,2023,3196,1742,3196
1562,3127,1734,3113,1742,3215,1570,3230
1231,3124,1425,3124,1425,3211,1231,3211
1440,3139,1555,3139,1555,3204,1440,3204
1706,3232,1857,3232,1857,3319,1706,3319
1346,3240,1526,3240,1526,3333,1346,3333
1533,3240,1699,3240,1699,3340,1533,3340
