97,60,202,58,203,102,98,104
216,59,335,59,335,104,216,104
708,69,914,69,914,104,708,104
521,135,560,135,560,147,521,147
562,135,579,135,579,147,562,147
589,135,607,135,607,147,589,147
609,135,630,135,630,147,609,147
632,135,655,135,655,145,632,145
313,137,333,137,333,151,313,151
339,137,370,137,370,149,339,149
372,137,388,137,388,149,372,149
386,137,399,137,399,149,386,149
401,137,411,137,411,149,401,149
409,137,448,137,448,149,409,149
458,137,481,137,481,149,458,149
481,137,519,137,519,149,481,149
96,139,122,139,122,151,96,151
147,139,163,139,163,151,147,151
161,139,182,139,182,151,161,151
184,139,194,139,194,151,184,151
216,139,241,139,241,153,216,153
243,139,255,139,255,151,243,151
253,139,286,139,286,151,253,151
292,139,311,139,311,149,292,149
131,141,145,141,145,151,131,151
198,141,219,141,219,151,198,151
455,163,488,161,490,174,456,177
495,161,519,161,519,176,495,176
544,161,569,161,569,173,544,173
566,161,583,161,583,173,566,173
585,161,609,161,609,173,585,173
612,161,642,161,642,173,612,173
249,163,266,163,266,176,249,176
266,163,276,163,276,176,266,176
278,162,318,164,317,178,277,175
319,163,341,163,341,176,319,176
343,163,378,163,378,176,343,176
380,163,390,163,390,176,380,176
388,163,427,163,427,176,388,176
438,163,454,163,454,176,438,176
120,165,143,165,143,178,120,178
145,165,167,165,167,178,145,178
171,165,188,165,188,178,171,178
204,165,243,165,243,178,204,178
96,167,118,167,118,178,96,178
806,184,847,184,847,196,806,196
845,184,880,184,880,196,845,196
880,184,910,184,910,196,880,196
655,186,671,186,671,198,655,198
673,186,697,186,697,198,673,198
697,186,708,186,708,198,697,198
781,186,808,186,808,198,781,198
706,188,726,188,726,198,706,198
196,190,227,190,227,202,196,202
229,190,245,190,245,202,229,202
245,190,262,190,262,202,245,202
259,190,278,190,278,202,259,202
98,192,114,192,114,204,98,204
116,192,133,192,133,204,116,204
131,192,147,192,147,204,131,204
161,192,182,192,182,202,161,202
841,206,912,206,912,221,841,221
607,210,632,210,632,223,607,223
641,213,665,209,666,220,643,224
673,210,695,210,695,219,673,219
697,210,728,210,728,221,697,221
225,212,262,212,262,227,225,227
98,214,131,214,131,229,98,229
161,214,178,214,178,227,161,227
206,214,216,214,216,227,206,227
214,214,227,214,227,227,214,227
133,216,159,216,159,227,133,227
176,216,196,216,196,227,176,227
751,237,786,237,786,251,751,251
863,237,880,237,880,249,863,249
888,237,906,237,906,249,888,249
524,239,544,239,544,253,524,253
646,239,665,239,665,251,646,251
362,241,372,241,372,253,362,253
495,241,507,241,507,253,495,253
131,243,159,243,159,255,131,255
374,243,409,243,409,255,374,255
98,245,114,245,114,257,98,257
855,272,869,272,869,284,855,284
