799,108,928,108,928,252,799,252
655,115,820,115,820,252,655,252
914,115,1044,115,1044,259,914,259
1022,115,1166,115,1166,259,1022,259
1152,115,1288,115,1288,266,1152,266
1274,115,1418,115,1418,266,1274,266
1396,115,1519,115,1519,266,1396,266
1569,115,1713,115,1713,266,1569,266
1699,115,1836,115,1836,266,1699,266
1821,115,1951,115,1951,266,1821,266
1929,122,2095,122,2095,266,1929,266
2145,122,2289,122,2289,266,2145,266
2268,122,2404,122,2404,266,2268,266
2383,122,2512,122,2512,266,2383,266
2491,129,2613,129,2613,266,2491,266
475,316,561,316,561,417,475,417
266,324,345,324,345,410,266,410
403,324,496,324,496,417,403,417
540,324,612,324,612,410,540,410
597,324,669,324,669,410,597,410
835,324,914,324,914,410,835,410
1036,324,1116,324,1116,410,1036,410
1101,324,1173,324,1173,410,1101,410
2016,324,2088,324,2088,417,2016,417
2217,324,2275,324,2275,417,2217,417
2692,324,2815,324,2815,432,2692,432
201,331,280,331,280,417,201,417
907,331,993,331,993,417,907,417
979,331,1058,331,1058,417,979,417
1159,331,1231,331,1231,410,1159,410
1224,338,1274,338,1274,410,1224,410
1260,331,1317,331,1317,410,1260,410
1346,331,1418,331,1418,410,1346,410
1411,331,1497,331,1497,417,1411,417
1476,331,1562,331,1562,417,1476,417
1540,331,1663,331,1663,410,1540,410
1742,331,1850,331,1850,417,1742,417
1879,331,1951,331,1951,417,1879,417
1944,331,2037,331,2037,424,1944,424
2160,331,2224,331,2224,417,2160,417
2260,331,2332,331,2332,417,2260,417
2541,331,2606,331,2606,417,2541,417
338,345,374,345,374,410,338,410
2073,338,2131,338,2131,417,2073,417
2318,338,2383,338,2383,417,2318,417
2462,338,2556,338,2556,424,2462,424
2628,338,2700,338,2700,424,2628,424
2800,345,2865,345,2865,424,2800,424
2944,345,3024,345,3024,432,2944,432
3002,345,3067,345,3067,424,3002,424
388,432,446,432,446,518,388,518
439,432,504,432,504,518,439,518
489,432,561,432,561,518,489,518
547,432,612,432,612,518,547,518
604,432,669,432,669,518,604,518
655,432,720,432,720,518,655,518
705,432,770,432,770,518,705,518
756,432,820,432,820,518,756,518
813,432,878,432,878,518,813,518
871,439,921,439,921,518,871,518
201,439,288,439,288,532,201,532
266,439,338,439,338,518,266,518
331,453,360,453,360,511,331,511
662,698,756,698,756,784,662,784
741,698,799,698,799,784,741,784
792,705,842,705,842,777,792,777
871,705,921,705,921,784,871,784
914,705,964,705,964,784,914,784
1101,705,1152,705,1152,784,1101,784
266,712,302,712,302,792,266,792
525,705,583,705,583,784,525,784
568,705,633,705,633,784,568,784
619,705,676,705,676,784,619,784
986,712,1036,712,1036,784,986,784
1022,705,1080,705,1080,784,1022,784
1137,705,1195,705,1195,784,1137,784
1180,705,1267,705,1267,784,1180,784
1260,712,1296,712,1296,777,1260,777
1965,705,2023,705,2023,784,1965,784
2008,705,2095,705,2095,784,2008,784
2224,712,2275,712,2275,792,2224,792
2260,705,2318,705,2318,784,2260,784
2304,705,2368,705,2368,784,2304,784
2354,705,2440,705,2440,792,2354,792
216,712,273,712,273,792,216,792
288,712,345,712,345,792,288,792
403,720,446,720,446,792,403,792
446,720,489,720,489,784,446,784
835,720,878,720,878,777,835,777
1072,720,1108,720,1108,777,1072,777
2433,720,2484,720,2484,792,2433,792
2476,720,2527,720,2527,792,2476,792
2541,712,2599,712,2599,792,2541,792
2592,720,2642,720,2642,792,2592,792
2664,720,2707,720,2707,792,2664,792
2700,712,2786,712,2786,799,2700,799
2764,712,2822,712,2822,792,2764,792
2808,712,2887,712,2887,792,2808,792
2872,712,2930,712,2930,792,2872,792
2923,720,2966,720,2966,792,2923,792
360,727,403,727,403,784,360,784
482,727,511,727,511,777,482,777
2109,727,2145,727,2145,784,2109,784
2131,720,2210,720,2210,792,2131,792
396,820,460,820,460,900,396,900
446,820,547,820,547,907,446,907
525,820,583,820,583,900,525,900
568,820,626,820,626,900,568,900
1965,820,2044,820,2044,900,1965,900
216,828,273,828,273,907,216,907
266,828,324,828,324,907,266,907
316,835,360,835,360,907,316,907
2793,828,2851,828,2851,907,2793,907
2836,828,2923,828,2923,907,2836,907
2930,835,2980,835,2980,907,2930,907
360,842,381,842,381,892,360,892
2037,842,2073,842,2073,892,2037,892
410,928,468,928,468,1015,410,1015
460,936,511,936,511,1015,460,1015
504,928,561,928,561,1015,504,1015
547,928,612,928,612,1015,547,1015
597,928,655,928,655,1015,597,1015
648,928,705,928,705,1015,648,1015
691,928,756,928,756,1015,691,1015
763,928,820,928,820,1015,763,1015
864,936,914,936,914,1015,864,1015
223,936,280,936,280,1022,223,1022
280,943,331,943,331,1022,280,1022
374,943,424,943,424,1022,374,1022
813,936,871,936,871,1015,813,1015
1972,936,2037,936,2037,1015,1972,1015
2023,936,2088,936,2088,1015,2023,1015
2080,936,2138,936,2138,1015,2080,1015
2174,936,2232,936,2232,1015,2174,1015
2217,936,2282,936,2282,1015,2217,1015
2289,936,2426,936,2426,1015,2289,1015
2412,936,2469,936,2469,1015,2412,1015
2455,936,2512,936,2512,1015,2455,1015
2527,936,2584,936,2584,1015,2527,1015
2570,936,2628,936,2628,1015,2570,1015
2628,943,2678,943,2678,1015,2628,1015
2664,936,2721,936,2721,1015,2664,1015
2707,936,2764,936,2764,1015,2707,1015
2750,936,2808,936,2808,1015,2750,1015
2793,936,2858,936,2858,1015,2793,1015
2851,943,2901,943,2901,1015,2851,1015
2908,943,2966,943,2966,1022,2908,1022
2952,943,3009,943,3009,1022,2952,1022
3002,950,3052,950,3052,1022,3002,1022
3045,950,3096,950,3096,1022,3045,1022
324,957,345,957,345,1008,324,1008
475,1058,525,1058,525,1144,475,1144
604,1058,655,1058,655,1137,604,1137
640,1051,734,1051,734,1137,640,1137
223,1058,324,1058,324,1144,223,1144
511,1058,568,1058,568,1137,511,1137
727,1065,777,1065,777,1137,727,1137
763,1058,820,1058,820,1137,763,1137
302,1065,360,1065,360,1137,302,1137
374,1065,432,1065,432,1144,374,1144
417,1065,475,1065,475,1152,417,1152
813,1072,864,1072,864,1137,813,1137
1526,1288,1641,1288,1641,1396,1526,1396
1836,1303,1879,1303,1879,1382,1836,1382
1864,1296,1972,1296,1972,1389,1864,1389
1396,1303,1461,1303,1461,1389,1396,1389
1447,1303,1512,1303,1512,1382,1447,1382
1504,1310,1540,1310,1540,1382,1504,1382
1648,1303,1713,1303,1713,1382,1648,1382
1699,1303,1764,1303,1764,1382,1699,1382
1749,1303,1814,1303,1814,1382,1749,1382
1951,1303,2008,1303,2008,1382,1951,1382
2671,1512,2736,1512,2736,1598,2671,1598
252,1519,309,1519,309,1605,252,1605
295,1519,352,1519,352,1598,295,1598
345,1526,388,1526,388,1598,345,1598
2376,1519,2433,1519,2433,1598,2376,1598
2419,1519,2484,1519,2484,1598,2419,1598
2642,1526,2685,1526,2685,1598,2642,1598
2829,1519,2937,1519,2937,1598,2829,1598
453,1526,518,1526,518,1605,453,1605
504,1526,561,1526,561,1605,504,1605
662,1526,727,1526,727,1612,662,1612
712,1526,784,1526,784,1605,712,1605
1605,1526,1692,1526,1692,1605,1605,1605
1828,1526,1893,1526,1893,1605,1828,1605
2030,1526,2109,1526,2109,1605,2030,1605
2534,1533,2556,1533,2556,1591,2534,1591
2721,1526,2779,1526,2779,1598,2721,1598
2772,1533,2815,1533,2815,1612,2772,1612
2930,1533,2973,1533,2973,1598,2930,1598
554,1540,597,1540,597,1612,554,1612
619,1533,676,1533,676,1620,619,1620
770,1533,835,1533,835,1605,770,1605
1886,1540,1936,1540,1936,1605,1886,1605
1929,1540,1980,1540,1980,1605,1929,1605
2001,1540,2044,1540,2044,1620,2001,1620
2829,1634,2872,1634,2872,1706,2829,1706
2865,1627,2923,1627,2923,1706,2865,1706
2908,1627,2988,1627,2988,1706,2908,1706
2973,1627,3031,1627,3031,1706,2973,1706
3016,1627,3074,1627,3074,1706,3016,1706
3067,1634,3110,1634,3110,1706,3067,1706
972,1634,1029,1634,1029,1720,972,1720
1022,1641,1065,1641,1065,1720,1022,1720
2088,1641,2138,1641,2138,1720,2088,1720
2124,1634,2203,1634,2203,1720,2124,1720
2196,1641,2246,1641,2246,1720,2196,1720
2232,1634,2289,1634,2289,1713,2232,1713
2282,1641,2332,1641,2332,1713,2282,1713
460,1641,518,1641,518,1720,460,1720
511,1648,561,1648,561,1728,511,1728
612,1648,655,1648,655,1720,612,1720
741,1641,806,1641,806,1728,741,1728
907,1648,950,1648,950,1728,907,1728
1058,1648,1094,1648,1094,1720,1058,1720
