-36,28,232,27,233,111,-35,112
670,1147,823,1146,823,1214,670,1215
789,63,982,63,982,92,789,92
101,664,247,665,247,681,101,681
775,867,879,867,879,904,775,904
240,1238,341,1238,341,1295,240,1295
824,472,910,472,910,489,824,488
98,594,248,594,248,610,98,611
262,663,401,663,401,679,262,679
263,732,402,733,402,748,263,748
104,733,246,733,246,749,104,749
341,355,423,355,423,375,341,375
475,354,585,354,585,369,475,369
260,628,401,628,401,644,260,644
132,1209,202,1209,202,1230,132,1230
102,700,246,700,246,715,102,715
842,36,940,36,940,56,842,56
265,699,403,699,403,715,265,714
795,115,901,115,900,136,795,136
100,629,247,630,247,646,100,645
840,305,914,305,914,326,840,326
299,479,392,479,392,493,299,493
335,77,457,77,457,98,336,98
640,35,742,34,742,67,640,67
603,74,693,73,694,98,603,98
218,338,296,339,296,359,218,358
251,1164,364,1164,364,1238,252,1239
135,443,188,444,188,460,135,460
151,176,252,177,252,190,151,190
285,519,369,519,369,540,285,539
829,512,887,512,887,527,829,527
561,1233,631,1233,631,1272,561,1272
261,593,403,593,403,609,261,609
282,1128,357,1128,357,1145,282,1145
148,201,247,201,247,215,148,215
462,377,519,377,519,396,462,396
267,171,326,172,326,189,267,189
75,201,146,202,146,216,75,216
341,401,439,402,439,419,341,419
834,257,933,256,933,273,834,273
417,1129,503,1129,503,1149,417,1149
758,94,812,94,812,110,758,110
666,260,730,260,730,276,666,276
851,403,908,403,908,422,851,422
836,192,901,192,901,211,836,211
275,434,347,434,347,450,275,450
140,220,211,221,211,236,140,236
533,1061,602,1062,602,1078,533,1078
228,241,285,241,285,261,228,260
147,366,213,366,213,381,147,381
537,74,597,74,597,99,537,99
75,175,144,176,144,191,75,191
284,28,364,28,364,67,284,67
917,306,957,305,957,321,917,321
447,1106,507,1106,506,1125,447,1125
466,517,533,517,533,535,466,535
561,1176,636,1176,636,1215,561,1215
676,194,741,194,741,212,676,213
295,220,352,220,352,237,295,237
485,215,530,215,530,231,485,231
297,406,345,406,345,427,297,426
134,1161,169,1161,169,1176,134,1176
857,426,913,426,913,445,857,445
444,30,519,30,519,64,444,64
623,430,685,430,685,449,623,449
320,241,363,241,363,260,320,260
143,1245,194,1245,194,1270,143,1270
404,378,460,378,460,393,404,393
758,137,798,137,798,154,758,154
872,168,917,168,917,188,872,188
120,343,168,343,168,360,120,359
438,106,483,106,483,125,438,125
703,1128,775,1128,775,1144,703,1144
513,237,555,237,555,253,513,253
104,1082,140,1082,140,1098,104,1099
434,238,477,238,477,254,434,253
495,197,550,197,550,210,495,210
127,978,167,978,167,998,127,998
683,1187,778,1186,778,1237,684,1237
448,431,514,431,514,447,448,447
313,199,406,199,406,212,313,212
332,171,376,172,376,189,332,189
861,1127,926,1127,926,1147,861,1147
165,1045,209,1045,209,1062,165,1062
310,287,346,287,346,304,310,304
374,39,436,38,436,65,374,65
565,36,631,36,631,62,565,62
519,105,571,106,571,128,519,128
93,1184,131,1184,131,1202,93,1202
154,420,198,420,198,441,154,441
413,1244,470,1243,470,1282,413,1282
745,194,779,194,779,208,745,209
230,287,277,287,277,306,230,306
163,265,204,265,204,283,163,283
406,1172,482,1172,482,1235,406,1235
806,373,843,373,843,389,806,389
662,171,710,171,710,190,662,190
662,406,721,406,721,424,662,424
668,886,713,886,713,904,668,903
197,1082,232,1082,232,1096,197,1096
208,1184,247,1184,247,1204,208,1204
801,404,848,404,848,423,801,423
170,978,210,979,210,998,170,998
470,1043,508,1043,508,1058,470,1058
885,1059,925,1059,925,1076,885,1076
692,1104,743,1104,743,1121,692,1121
116,1029,148,1029,148,1043,116,1043
420,1064,458,1064,458,1077,420,1077
386,1064,417,1064,417,1077,386,1077
492,887,536,887,536,905,492,905
178,388,214,388,214,404,178,404
585,172,622,172,622,190,585,190
746,1104,787,1104,787,1125,746,1125
665,1061,696,1061,696,1078,665,1078
310,1065,356,1065,356,1079,310,1079
323,497,363,497,363,515,323,514
259,288,306,288,306,306,259,306
585,885,621,885,621,904,585,904
452,217,482,217,482,233,452,233
120,267,161,267,160,283,120,283
270,264,307,264,307,281,270,281
79,267,117,267,117,283,78,283
517,407,555,407,555,424,517,424
150,1001,186,1001,186,1016,150,1016
318,1044,361,1044,361,1061,318,1061
104,1064,145,1064,145,1078,104,1078
626,885,663,885,663,904,626,904
133,1186,156,1186,156,1201,133,1201
171,343,212,343,212,363,171,363
472,408,514,408,514,425,472,425
130,389,170,389,170,405,130,404
788,37,834,37,833,56,788,56
814,488,872,488,872,504,814,504
88,388,126,388,126,405,88,405
85,1028,114,1028,114,1042,85,1042
252,1044,288,1044,288,1062,252,1061
417,1045,445,1045,445,1059,417,1059
591,375,623,375,623,392,591,392
