124,75,269,75,269,97,124,98
309,1011,385,1011,385,1030,309,1030
740,64,899,64,900,90,740,90
309,1118,395,1119,395,1169,309,1169
788,1215,885,1215,885,1248,788,1248
807,1142,874,1143,874,1180,807,1180
144,331,228,332,228,345,144,344
651,1220,720,1220,720,1236,651,1236
653,1167,706,1167,706,1196,653,1196
343,1217,412,1215,413,1232,343,1234
318,331,385,331,385,342,318,342
421,217,480,217,480,228,421,229
510,67,585,68,585,81,510,80
478,235,532,235,532,248,478,248
510,1219,572,1218,572,1233,510,1234
287,108,365,108,365,119,287,119
527,1129,583,1128,583,1164,528,1164
631,117,682,117,682,131,631,131
95,268,137,268,137,281,95,281
763,1190,849,1189,849,1210,763,1211
628,332,703,332,703,344,628,343
357,1043,412,1044,412,1055,357,1055
161,974,197,974,197,986,161,985
525,1088,560,1088,560,1109,525,1109
476,90,536,90,536,102,475,102
469,68,506,67,507,81,469,81
418,235,472,235,472,249,418,248
353,252,390,252,390,262,353,262
358,1092,414,1093,414,1107,358,1107
690,120,726,120,726,130,690,131
707,330,750,329,751,342,707,342
294,1043,347,1044,347,1057,294,1056
554,234,597,234,597,246,554,246
94,973,125,974,125,986,94,986
538,329,585,330,585,343,538,343
140,291,176,291,176,304,139,304
122,253,157,254,157,265,122,264
850,119,899,120,899,131,849,130
187,201,246,201,246,212,187,212
881,298,927,298,927,315,881,316
695,151,719,151,719,161,695,161
112,331,144,331,144,343,112,343
309,250,341,250,341,262,309,262
824,1081,866,1081,866,1098,824,1099
160,251,187,252,187,263,159,262
351,292,381,293,381,304,351,304
856,1084,892,1085,892,1098,855,1097
167,1144,211,1144,211,1158,167,1158
182,292,210,292,210,304,182,304
380,218,412,218,412,228,380,227
904,328,943,328,943,349,904,349
682,1082,719,1083,719,1094,682,1094
248,202,282,202,282,214,248,214
656,1097,701,1096,701,1111,656,1111
171,1216,205,1216,205,1235,171,1235
541,91,577,90,577,102,541,102
643,1157,688,1157,688,1191,643,1191
282,330,312,330,312,344,282,343
538,234,572,234,572,246,538,246
129,974,155,975,155,986,128,985
312,299,342,299,342,314,312,314
310,291,340,291,340,306,310,306
605,302,639,302,639,316,605,316
324,201,379,201,379,211,324,211
193,1157,230,1157,230,1170,193,1170
603,288,639,288,639,304,603,304
156,201,187,201,187,212,156,212
591,332,618,332,618,344,591,344
340,332,405,332,405,344,340,344
606,294,638,294,638,310,606,310
862,136,905,137,905,148,862,147
